tony_id,show_title,opening_date,ceremony_year,category,nominated,won
1095,a chorus line,1970-01-01,1976,Best Book of a Musical,1,1
1096,Chicago,,1976,Best Book of a Musical,1,0
1097,Pacific Overtures,,1976,Best Book of a Musical,1,0
1098,The Robber Bridegroom,2016-03-13,1976,Best Book of a Musical,1,0
1627,a chorus line,1970-01-01,1976,Best Choreography,1,1
1628,Bubbling Brown Sugar,,1976,Best Choreography,1,0
1629,Chicago,,1976,Best Choreography,1,0
1630,Pacific Overtures,,1976,Best Choreography,1,0
1893,a chorus line,1970-01-01,1976,Best Direction of a Musical,1,1
1894,Chicago,,1976,Best Direction of a Musical,1,0
1895,Pacific Overtures,,1976,Best Direction of a Musical,1,0
1896,Very Good Eddie,,1976,Best Direction of a Musical,1,0
2167,The Royal Family,2009-10-08,1976,Best Direction of a Play,1,1
2168,"Ah, Wilderness!",,1976,Best Direction of a Play,1,0
2169,Knock Me A Kiss,2010-11-21,1976,Best Direction of a Play,1,0
2170,Travesties,2018-04-24,1976,Best Direction of a Play,1,0
131,a chorus line,1970-01-01,1976,Best Musical,1,1
132,Bubbling Brown Sugar,,1976,Best Musical,1,0
133,Chicago,,1976,Best Musical,1,0
134,Pacific Overtures,,1976,Best Musical,1,0
1342,a chorus line,1970-01-01,1976,Best Original Score,1,1
1343,Chicago,,1976,Best Original Score,1,0
1344,Pacific Overtures,,1976,Best Original Score,1,0
1345,Treemonisha,,1976,Best Original Score,1,0
430,Travesties,2018-04-24,1976,Best Play,1,1
431,The First Breeze of Summer,2008-08-22,1976,Best Play,1,0
432,Knock Me A Kiss,2010-11-21,1976,Best Play,1,0
433,Lamppost Reunion,,1976,Best Play,1,0
1099,Annie,2012-11-08,1977,Best Book of a Musical,1,1
1100,A Happy End,2015-02-27,1977,Best Book of a Musical,1,0
1101,I Love My Wife,,1977,Best Book of a Musical,1,0
1102,Your Arms Too Short to Box with God,,1977,Best Book of a Musical,1,0
1631,Annie,2012-11-08,1977,Best Choreography,1,1
1632,I Love My Wife,,1977,Best Choreography,1,0
1633,Music Is,,1977,Best Choreography,1,0
1634,Your Arms Too Short to Box with God,,1977,Best Choreography,1,0
1897,I Love My Wife,,1977,Best Direction of a Musical,1,1
1898,Annie,2012-11-08,1977,Best Direction of a Musical,1,0
1899,Porgy and Bess,,1977,Best Direction of a Musical,1,0
1900,Your Arms Too Short to Box with God,,1977,Best Direction of a Musical,1,0
2171,The Shadow Box,,1977,Best Direction of a Play,1,1
2172,American Buffalo,,1977,Best Direction of a Play,1,0
2173,Comedians,,1977,Best Direction of a Play,1,0
135,Annie,2012-11-08,1977,Best Musical,1,1
136,A Happy End,2015-02-27,1977,Best Musical,1,0
137,I Love My Wife Book &,,1977,Best Musical,1,0
138,Side by Side by Sondheim Music &,,1977,Best Musical,1,0
1346,Annie,2012-11-08,1977,Best Original Score,1,1
1347,Godspell,2011-11-07,1977,Best Original Score,1,0
1348,A Happy End,2015-02-27,1977,Best Original Score,1,0
1349,I Love My Wife,,1977,Best Original Score,1,0
434,The Shadow Box,,1977,Best Play,1,1
435,for colored girls who have considered suicide / when the rainbow is enuf,2022-04-20,1977,Best Play,1,0
436,Otherwise Engaged,,1977,Best Play,1,0
437,streamers,2008-11-12,1977,Best Play,1,0
998,Porgy and Bess,,1977,Best Revival,1,1
999,guys and dolls,1970-01-01,1977,Best Revival,1,0
1000,The Cherry Orchard,,1977,Best Revival,1,0
1001,The Threepenny Opera,,1977,Best Revival,1,0
637,Porgy and Bess,,1977,Best Revival of a Musical,1,1
638,The Cherry Orchard,,1977,Best Revival of a Musical,1,0
639,guys and dolls,1970-01-01,1977,Best Revival of a Musical,1,0
640,The Threepenny Opera,,1977,Best Revival of a Musical,1,0
805,Porgy and Bess,,1977,Best Revival of a Play,1,1
806,The Cherry Orchard,,1977,Best Revival of a Play,1,0
807,guys and dolls,1970-01-01,1977,Best Revival of a Play,1,0
808,The Threepenny Opera,,1977,Best Revival of a Play,1,0
1103,On the Twentieth Century,,1978,Best Book of a Musical,1,1
1104,A History of the American Film,,1978,Best Book of a Musical,1,0
1105,Runaways,2016-07-06,1978,Best Book of a Musical,1,0
1106,Working,,1978,Best Book of a Musical,1,0
1635,Dancin',,1978,Best Choreography,1,1
1636,The Act,,1978,Best Choreography,1,0
1637,Ain't Misbehavin',,1978,Best Choreography,1,0
1638,Runaways,2016-07-06,1978,Best Choreography,1,0
1901,Ain't Misbehavin',,1978,Best Direction of a Musical,1,1
1902,Dancin',,1978,Best Direction of a Musical,1,0
1903,On the Twentieth Century,,1978,Best Direction of a Musical,1,0
1904,Runaways,2016-07-06,1978,Best Direction of a Musical,1,0
2174,Da,2015-01-14,1978,Best Direction of a Play,1,1
2175,Deathtrap,,1978,Best Direction of a Play,1,0
2176,Dracula,,1978,Best Direction of a Play,1,0
2177,The Gin Game,2015-10-14,1978,Best Direction of a Play,1,0
139,Ain't Misbehavin',,1978,Best Musical,1,1
140,Dancin' Directed &,,1978,Best Musical,1,0
141,On the Twentieth Century Book &,,1978,Best Musical,1,0
142,Runaways,2016-07-06,1978,Best Musical,1,0
1350,On the Twentieth Century,,1978,Best Original Score,1,1
1351,The Act,,1978,Best Original Score,1,0
1352,Runaways,2016-07-06,1978,Best Original Score,1,0
1353,Working,,1978,Best Original Score,1,0
438,Da,2015-01-14,1978,Best Play,1,1
439,Chapter Two,,1978,Best Play,1,0
440,Deathtrap,,1978,Best Play,1,0
441,The Gin Game,2015-10-14,1978,Best Play,1,0
1002,Dracula,,1978,Best Revival,1,1
1003,Tartuffe,2003-01-09,1978,Best Revival,1,0
1004,Timbuktu!,,1978,Best Revival,1,0
1005,A Touch of the Poet,2005-12-08,1978,Best Revival,1,0
641,Dracula,,1978,Best Revival of a Musical,1,1
642,Tartuffe,2003-01-09,1978,Best Revival of a Musical,1,0
643,Timbuktu!,,1978,Best Revival of a Musical,1,0
644,A Touch of the Poet,2005-12-08,1978,Best Revival of a Musical,1,0
809,Dracula,,1978,Best Revival of a Play,1,1
810,Tartuffe,2003-01-09,1978,Best Revival of a Play,1,0
811,Timbuktu!,,1978,Best Revival of a Play,1,0
812,A Touch of the Poet,2005-12-08,1978,Best Revival of a Play,1,0
1107,Sweeney Todd: The Demon Barber of Fleet Street,,1979,Best Book of a Musical,1,1
1108,Ballroom,,1979,Best Book of a Musical,1,0
1109,The Best Little Whorehouse in Texas,,1979,Best Book of a Musical,1,0
1110,They're Playing Our Song,,1979,Best Book of a Musical,1,0
1639,Ballroom,,1979,Best Choreography,1,1
1640,The Best Little Whorehouse in Texas,,1979,Best Choreography,1,0
1641,Eubie!,,1979,Best Choreography,1,0
1642,Whoopee!,,1979,Best Choreography,1,0
1905,Sweeney Todd: The Demon Barber of Fleet Street,,1979,Best Direction of a Musical,1,1
1906,Ballroom,,1979,Best Direction of a Musical,1,0
1907,The Best Little Whorehouse in Texas,,1979,Best Direction of a Musical,1,0
1908,They're Playing Our Song,,1979,Best Direction of a Musical,1,0
2178,The Elephant Man,,1979,Best Direction of a Play,1,1
2179,Bedroom Farce,,1979,Best Direction of a Play,1,0
2180,The Crucifer of Blood,,1979,Best Direction of a Play,1,0
2181,A Life,2016-10-24,1979,Best Direction of a Play,1,0
143,Sweeney Todd: The Demon Barber of Fleet Street,,1979,Best Musical,1,1
144,Ballroom,,1979,Best Musical,1,0
145,The Best Little Whorehouse in Texas,,1979,Best Musical,1,0
146,They're Playing Our Song,,1979,Best Musical,1,0
1354,Sweeney Todd: The Demon Barber of Fleet Street,,1979,Best Original Score,1,1
1355,Carmelina,,1979,Best Original Score,1,0
1356,Eubie!,,1979,Best Original Score,1,0
1357,The Grand Tour,,1979,Best Original Score,1,0
442,The Elephant Man,,1979,Best Play,1,1
443,Bedroom Farce,,1979,Best Play,1,0
444,A Life,2016-10-24,1979,Best Play,1,0
445,Wings,,1979,Best Play,1,0
1111,Evita,2012-04-05,1980,Best Book of a Musical,1,1
1112,Barnum,,1980,Best Book of a Musical,1,0
1113,_______ A,2017-09-11,1980,Best Book of a Musical,1,0
1114,Sugar Babies,,1980,Best Book of a Musical,1,0
1643,_______ A,2017-09-11,1980,Best Choreography,1,1
1644,Barnum,,1980,Best Choreography,1,0
1645,Evita,2012-04-05,1980,Best Choreography,1,0
1646,Sugar Babies,,1980,Best Choreography,1,0
1909,Evita,2012-04-05,1980,Best Direction of a Musical,1,1
1910,Barnum,,1980,Best Direction of a Musical,1,0
1911,_______ A,2017-09-11,1980,Best Direction of a Musical,1,0
1912,Sugar Babies,,1980,Best Direction of a Musical,1,0
2182,Morning's at Seven,2002-04-21,1980,Best Direction of a Play,1,1
2183,Betrayal,,1980,Best Direction of a Play,1,0
2184,Children of a Lesser God,,1980,Best Direction of a Play,1,0
2185,Talley's Folly,,1980,Best Direction of a Play,1,0
147,Evita,2012-04-05,1980,Best Musical,1,1
148,_______ A,2017-09-11,1980,Best Musical,1,0
149,Barnum,,1980,Best Musical,1,0
150,Sugar Babies,,1980,Best Musical,1,0
1358,Evita,2012-04-05,1980,Best Original Score,1,1
1359,_______ A,2017-09-11,1980,Best Original Score,1,0
1360,Barnum,,1980,Best Original Score,1,0
1361,Sugar Babies,,1980,Best Original Score,1,0
446,Children of a Lesser God,,1980,Best Play,1,1
447,The Total Bent,2016-05-25,1980,Best Play,1,0
448,Home,,1980,Best Play,1,0
449,Talley's Folly †,,1980,Best Play,1,0
1006,Morning's at Seven,2002-04-21,1980,Best Revival,1,1
1007,Major Barbara,,1980,Best Revival,1,0
1008,Peter Pan,,1980,Best Revival,1,0
1009,West Side Story,,1980,Best Revival,1,0
645,Morning's at Seven,2002-04-21,1980,Best Revival of a Musical,1,1
646,Major Barbara,,1980,Best Revival of a Musical,1,0
647,Peter Pan,,1980,Best Revival of a Musical,1,0
648,West Side Story,,1980,Best Revival of a Musical,1,0
813,Morning's at Seven,2002-04-21,1980,Best Revival of a Play,1,1
814,Major Barbara,,1980,Best Revival of a Play,1,0
815,Peter Pan,,1980,Best Revival of a Play,1,0
816,West Side Story,,1980,Best Revival of a Play,1,0
1115,Woman of the Year,,1981,Best Book of a Musical,1,1
1116,42nd Street,2001-04-30,1981,Best Book of a Musical,1,0
1117,Tintypes,,1981,Best Book of a Musical,1,0
1118,The Moony Shapiro Songbook,,1981,Best Book of a Musical,1,0
1647,42nd Street,2001-04-30,1981,Best Choreography,1,1
1648,Can-Can,,1981,Best Choreography,1,0
1649,The Pirates of Penzance,,1981,Best Choreography,1,0
1650,Sophisticated Ladies,,1981,Best Choreography,1,0
1913,The Pirates of Penzance,,1981,Best Direction of a Musical,1,1
1914,42nd Street,2001-04-30,1981,Best Direction of a Musical,1,0
1915,Sophisticated Ladies,,1981,Best Direction of a Musical,1,0
1916,Woman of the Year,,1981,Best Direction of a Musical,1,0
2186,Amadeus,,1981,Best Direction of a Play,1,1
2187,Fifth of July,,1981,Best Direction of a Play,1,0
2188,A Life,,1981,Best Direction of a Play,1,0
2189,The Little Foxes,,1981,Best Direction of a Play,1,0
151,42nd Street,2001-04-30,1981,Best Musical,1,1
152,Sophisticated Ladies,,1981,Best Musical,1,0
153,Tintypes,,1981,Best Musical,1,0
154,Woman of the Year,,1981,Best Musical,1,0
1362,Woman of the Year,,1981,Best Original Score,1,1
1363,Charlie and Algernon,,1981,Best Original Score,1,0
1364,Copperfield,,1981,Best Original Score,1,0
1365,Cabaret,2014-04-24,1981,Best Original Score,1,0
450,Amadeus,,1981,Best Play,1,1
451,Fifth of July,,1981,Best Play,1,0
452,A Lesson from Aloes,,1981,Best Play,1,0
453,A Life,,1981,Best Play,1,0
1010,The Pirates of Penzance,,1981,Best Revival,1,1
1011,Brigadoon (Chicago),2014-06-27,1981,Best Revival,1,0
1012,Camelot,,1981,Best Revival,1,0
1013,The Little Foxes,,1981,Best Revival,1,0
649,The Pirates of Penzance,,1981,Best Revival of a Musical,1,1
650,Brigadoon (Chicago),2014-06-27,1981,Best Revival of a Musical,1,0
651,Camelot,,1981,Best Revival of a Musical,1,0
652,The Little Foxes,,1981,Best Revival of a Musical,1,0
817,The Pirates of Penzance,,1981,Best Revival of a Play,1,1
818,Brigadoon (Chicago),2014-06-27,1981,Best Revival of a Play,1,0
819,Camelot,,1981,Best Revival of a Play,1,0
820,The Little Foxes,,1981,Best Revival of a Play,1,0
1119,Dreamgirls,,1982,Best Book of a Musical,1,1
1120,The First,,1982,Best Book of a Musical,1,0
1121,Nine,,1982,Best Book of a Musical,1,0
1122,Joseph and the Amazing Technicolor Dreamcoat,,1982,Best Book of a Musical,1,0
1651,Dreamgirls,,1982,Best Choreography,1,1
1652,Joseph and the Amazing Technicolor Dreamcoat,,1982,Best Choreography,1,0
1653,Little Me,,1982,Best Choreography,1,0
1654,Nine,,1982,Best Choreography,1,0
1917,Nine,,1982,Best Direction of a Musical,1,1
1918,Dreamgirls,,1982,Best Direction of a Musical,1,0
1919,The First,,1982,Best Direction of a Musical,1,0
1920,Joseph and the Amazing Technicolor Dreamcoat,,1982,Best Direction of a Musical,1,0
2190,A Life,2016-10-24,1982,Best Direction of a Play,1,1
2191,Crimes of the Heart,,1982,Best Direction of a Play,1,0
2192,Mass Appeal,,1982,Best Direction of a Play,1,0
2193,"""Master Harold""...and the Boys",,1982,Best Direction of a Play,1,0
155,Nine,,1982,Best Musical,1,1
156,Dreamgirls,2009-11-22,1982,Best Musical,1,0
157,Joseph and the Amazing Technicolor Dreamcoat Book &,,1982,Best Musical,1,0
158,Pump Boys and Dinettes,2014-07-16,1982,Best Musical,1,0
1366,Nine,,1982,Best Original Score,1,1
1367,Dreamgirls,,1982,Best Original Score,1,0
1368,Joseph and the Amazing Technicolor Dreamcoat,,1982,Best Original Score,1,0
1369,Merrily We Roll Along,,1982,Best Original Score,1,0
454,A Life,2016-10-24,1982,Best Play,1,1
455,Crimes of the Heart †,,1982,Best Play,1,0
456,The Dresser,,1982,Best Play,1,0
457,"""Master Harold""...and the Boys",,1982,Best Play,1,0
1014,Othello,,1982,Best Revival,1,1
1015,Medea,,1982,Best Revival,1,0
1016,My Fair Lady,,1982,Best Revival,1,0
1017,A Taste of Honey,,1982,Best Revival,1,0
653,Othello,,1982,Best Revival of a Musical,1,1
654,Medea,,1982,Best Revival of a Musical,1,0
655,My Fair Lady,,1982,Best Revival of a Musical,1,0
656,A Taste of Honey,,1982,Best Revival of a Musical,1,0
821,Othello,,1982,Best Revival of a Play,1,1
822,Medea,,1982,Best Revival of a Play,1,0
823,My Fair Lady,,1982,Best Revival of a Play,1,0
824,A Taste of Honey,,1982,Best Revival of a Play,1,0
1123,Cats,,1983,Best Book of a Musical,1,1
1124,A Life,2016-10-24,1983,Best Book of a Musical,1,0
1125,Merlin,,1983,Best Book of a Musical,1,0
1126,My One and Only,,1983,Best Book of a Musical,1,0
1655,My One and Only,,1983,Best Choreography,1,1
1656,Cats,,1983,Best Choreography,1,0
1657,On Your Toes,2013-05-08,1983,Best Choreography,1,0
1658,Porgy and Bess,,1983,Best Choreography,1,0
1921,Cats,,1983,Best Direction of a Musical,1,1
1922,Merlin,,1983,Best Direction of a Musical,1,0
1923,My One and Only,,1983,Best Direction of a Musical,1,0
1924,Show Boat,2014-11-05,1983,Best Direction of a Musical,1,0
2194,Brighton Beach Memoirs,2009-10-25,1983,Best Direction of a Play,1,1
2195,All's Well That Ends Well,2011-06-11,1983,Best Direction of a Play,1,0
2196,Fallen Angels,2026-04-19,1983,Best Direction of a Play,1,0
2197,'Night Mother,2004-11-14,1983,Best Direction of a Play,1,0
159,Cats,,1983,Best Musical,1,1
160,Blues in the Night,,1983,Best Musical,1,0
161,Merlin,,1983,Best Musical,1,0
162,My One and Only,,1983,Best Musical,1,0
1370,Cats,,1983,Best Original Score,1,1
1371,A Life,2016-10-24,1983,Best Original Score,1,0
1372,Merlin,,1983,Best Original Score,1,0
1373,Seven Brides for Seven Brothers,,1983,Best Original Score,1,0
458,Torch Song Trilogy,,1983,Best Play,1,1
459,Fallen Angels,2026-04-19,1983,Best Play,1,0
460,'Night Mother,2004-11-14,1983,Best Play,1,0
461,Plenty,2016-10-23,1983,Best Play,1,0
1018,On Your Toes,2013-05-08,1983,Best Revival,1,1
1019,All's Well That Ends Well,2011-06-11,1983,Best Revival,1,0
1020,The Caine Mutiny Court-Martial,2006-05-07,1983,Best Revival,1,0
1021,A View from the Bridge,,1983,Best Revival,1,0
657,On Your Toes,2013-05-08,1983,Best Revival of a Musical,1,1
658,All's Well That Ends Well,2011-06-11,1983,Best Revival of a Musical,1,0
659,The Caine Mutiny Court-Martial,2006-05-07,1983,Best Revival of a Musical,1,0
660,A View from the Bridge,,1983,Best Revival of a Musical,1,0
825,On Your Toes,2013-05-08,1983,Best Revival of a Play,1,1
826,All's Well That Ends Well,2011-06-11,1983,Best Revival of a Play,1,0
827,The Caine Mutiny Court-Martial,2006-05-07,1983,Best Revival of a Play,1,0
828,A View from the Bridge,,1983,Best Revival of a Play,1,0
1127,La Cage aux Folles,,1984,Best Book of a Musical,1,1
1128,Baby,,1984,Best Book of a Musical,1,0
1129,Sunday in the Park with George,,1984,Best Book of a Musical,1,0
1130,The Kid,2010-05-10,1984,Best Book of a Musical,1,0
1659,The Kid,2010-05-10,1984,Best Choreography,1,1
1660,Baby,,1984,Best Choreography,1,0
1661,La Cage aux Folles,,1984,Best Choreography,1,0
1662,Ink,2019-04-24,1984,Best Choreography,1,0
1925,La Cage aux Folles,,1984,Best Direction of a Musical,1,1
1926,Baby,,1984,Best Direction of a Musical,1,0
1927,Sunday in the Park with George,,1984,Best Direction of a Musical,1,0
1928,The Kid,2010-05-10,1984,Best Direction of a Musical,1,0
2198,The Real Thing,2014-10-30,1984,Best Direction of a Play,1,1
2199,Glengarry Glen Ross,,1984,Best Direction of a Play,1,0
2200,A Moon for the Misbegotten,,1984,Best Direction of a Play,1,0
2201,Noises Off,,1984,Best Direction of a Play,1,0
163,La Cage aux Folles,,1984,Best Musical,1,1
164,Baby,,1984,Best Musical,1,0
165,Sunday in the Park with George,,1984,Best Musical,1,0
166,The Kid,2010-05-10,1984,Best Musical,1,0
1374,La Cage aux Folles,,1984,Best Original Score,1,1
1375,Baby,,1984,Best Original Score,1,0
1376,Ink,2019-04-24,1984,Best Original Score,1,0
1377,Sunday in the Park with George,,1984,Best Original Score,1,0
462,The Real Thing,2014-10-30,1984,Best Play,1,1
463,Glengarry Glen Ross †,,1984,Best Play,1,0
464,Noises Off,,1984,Best Play,1,0
465,Play Memory,,1984,Best Play,1,0
1022,Death of a Salesman,,1984,Best Revival,1,1
1023,American Buffalo,,1984,Best Revival,1,0
1024,Heartbreak House,,1984,Best Revival,1,0
1025,A Moon for the Misbegotten,,1984,Best Revival,1,0
661,Death of a Salesman,,1984,Best Revival of a Musical,1,1
662,American Buffalo,,1984,Best Revival of a Musical,1,0
663,Heartbreak House,,1984,Best Revival of a Musical,1,0
664,A Moon for the Misbegotten,,1984,Best Revival of a Musical,1,0
829,Death of a Salesman,,1984,Best Revival of a Play,1,1
830,American Buffalo,,1984,Best Revival of a Play,1,0
831,Heartbreak House,,1984,Best Revival of a Play,1,0
832,A Moon for the Misbegotten,,1984,Best Revival of a Play,1,0
1131,Big River,,1985,Best Book of a Musical,1,1
1132,Grind,,1985,Best Book of a Musical,1,0
1133,Harrigan 'N Hart,,1985,Best Book of a Musical,1,0
1134,Quilters,,1985,Best Book of a Musical,1,0
1929,Big River,,1985,Best Direction of a Musical,1,1
1930,Grind,,1985,Best Direction of a Musical,1,0
1931,The King and I,2015-04-16,1985,Best Direction of a Musical,1,0
1932,Quilters,,1985,Best Direction of a Musical,1,0
2202,Biloxi Blues,,1985,Best Direction of a Play,1,1
2203,As It Is in Heaven,2011-05-20,1985,Best Direction of a Play,1,0
2204,Much Ado About Nothing,2014-06-16,1985,Best Direction of a Play,1,0
2205,Strange Interlude,,1985,Best Direction of a Play,1,0
167,Big River,,1985,Best Musical,1,1
168,Grind,,1985,Best Musical,1,0
169,Leader of the Pack,,1985,Best Musical,1,0
170,Quilters,,1985,Best Musical,1,0
1378,Big River,,1985,Best Original Score,1,1
1379,Grind,,1985,Best Original Score,1,0
1380,Quilters,,1985,Best Original Score,1,0
466,Biloxi Blues,,1985,Best Play,1,1
467,As It Is in Heaven,2011-05-20,1985,Best Play,1,0
468,Hurlyburly,,1985,Best Play,1,0
469,Ma Rainey's Black Bottom,2003-02-06,1985,Best Play,1,0
1026,A Day in the Death of Joe Egg,2003-04-03,1985,Best Revival,1,1
1027,Cyrano de Bergerac,,1985,Best Revival,1,0
1028,Much Ado About Nothing,2014-06-16,1985,Best Revival,1,0
1029,Strange Interlude,,1985,Best Revival,1,0
665,A Day in the Death of Joe Egg,2003-04-03,1985,Best Revival of a Musical,1,1
666,Cyrano de Bergerac,,1985,Best Revival of a Musical,1,0
667,Strange Interlude,,1985,Best Revival of a Musical,1,0
833,A Day in the Death of Joe Egg,2003-04-03,1985,Best Revival of a Play,1,1
834,Cyrano de Bergerac,,1985,Best Revival of a Play,1,0
835,Strange Interlude,,1985,Best Revival of a Play,1,0
1135,The Mystery of Edwin Drood,2012-11-13,1986,Best Book of a Musical,1,1
1136,The Big Meal,2012-03-01,1986,Best Book of a Musical,1,0
1137,Singin' in the Rain,,1986,Best Book of a Musical,1,0
1138,Wind in the Willows,,1986,Best Book of a Musical,1,0
1663,The Big Meal,2012-03-01,1986,Best Choreography,1,1
1664,The Mystery of Edwin Drood,2012-11-13,1986,Best Choreography,1,0
1665,Song and Dance,,1986,Best Choreography,1,0
1666,Tango Argentino,,1986,Best Choreography,1,0
1933,The Mystery of Edwin Drood,2012-11-13,1986,Best Direction of a Musical,1,1
1934,The Big Meal,2012-03-01,1986,Best Direction of a Musical,1,0
1935,Song and Dance,,1986,Best Direction of a Musical,1,0
1936,Tango Argentino,,1986,Best Direction of a Musical,1,0
2206,The House of Blue Leaves,2011-04-25,1986,Best Direction of a Play,1,1
2207,The Iceman Cometh,,1986,Best Direction of a Play,1,0
2208,Long Day's Journey Into Night,,1986,Best Direction of a Play,1,0
2209,Loot,2014-01-16,1986,Best Direction of a Play,1,0
171,The Mystery of Edwin Drood,2012-11-13,1986,Best Musical,1,1
172,The Big Meal,2012-03-01,1986,Best Musical,1,0
173,Song and Dance Book &,,1986,Best Musical,1,0
174,Tango Argentino,,1986,Best Musical,1,0
1381,The Mystery of Edwin Drood,2012-11-13,1986,Best Original Score,1,1
1382,The News,,1986,Best Original Score,1,0
1383,Song and Dance,,1986,Best Original Score,1,0
1384,Wind in the Willows,,1986,Best Original Score,1,0
470,I'm Not Rappaport,2002-07-25,1986,Best Play,1,1
471,Benefactors,2011-04-05,1986,Best Play,1,0
472,Blood Knot,,1986,Best Play,1,0
473,The House of Blue Leaves,2011-04-25,1986,Best Play,1,0
1030,Sweet Charity,,1986,Best Revival,1,1
1031,The Fever,2017-01-04,1986,Best Revival,1,0
1032,The Iceman Cometh,,1986,Best Revival,1,0
1033,Loot,2014-01-16,1986,Best Revival,1,0
668,Sweet Charity,,1986,Best Revival of a Musical,1,1
669,The Fever,2017-01-04,1986,Best Revival of a Musical,1,0
670,The Iceman Cometh,,1986,Best Revival of a Musical,1,0
671,Loot,2014-01-16,1986,Best Revival of a Musical,1,0
836,Sweet Charity,,1986,Best Revival of a Play,1,1
837,The Fever,2017-01-04,1986,Best Revival of a Play,1,0
838,The Iceman Cometh,,1986,Best Revival of a Play,1,0
839,Loot,2014-01-16,1986,Best Revival of a Play,1,0
1139,Les Miserables,2014-03-23,1987,Best Book of a Musical,1,1
1140,Me and My Girl,,1987,Best Book of a Musical,1,0
1141,From Rags to Riches,2011-09-23,1987,Best Book of a Musical,1,0
1142,"Smile at Us, Oh Lord",2015-06-05,1987,Best Book of a Musical,1,0
1667,Me and My Girl,,1987,Best Choreography,1,1
1668,The Mikado,,1987,Best Choreography,1,0
1669,From Rags to Riches,2011-09-23,1987,Best Choreography,1,0
1670,Starlight Express,,1987,Best Choreography,1,0
1937,Les Miserables,2014-03-23,1987,Best Direction of a Musical,1,1
1938,Me and My Girl,,1987,Best Direction of a Musical,1,0
1939,The Mikado,,1987,Best Direction of a Musical,1,0
1940,Starlight Express,,1987,Best Direction of a Musical,1,0
2210,Fences,,1987,Best Direction of a Play,1,1
2211,Asinamali!,,1987,Best Direction of a Play,1,0
2212,Coastal Disturbances,,1987,Best Direction of a Play,1,0
2213,Les Liaisons Dangereuses,,1987,Best Direction of a Play,1,0
175,Les Misérables Book &,,1987,Best Musical,1,1
176,Me and My Girl Book &,,1987,Best Musical,1,0
177,From Rags to Riches,2011-09-23,1987,Best Musical,1,0
178,Starlight Express,,1987,Best Musical,1,0
1385,Les Miserables,2014-03-23,1987,Best Original Score,1,1
1386,Me and My Girl,,1987,Best Original Score,1,0
1387,From Rags to Riches,2011-09-23,1987,Best Original Score,1,0
1388,Starlight Express,,1987,Best Original Score,1,0
474,Fences †,,1987,Best Play,1,1
475,Broadway Bound *,,1987,Best Play,1,0
476,Coastal Disturbances,,1987,Best Play,1,0
477,Les Liaisons Dangereuses,,1987,Best Play,1,0
1034,All My Sons,,1987,Best Revival,1,1
1035,The Front Page,2016-10-20,1987,Best Revival,1,0
1036,A Life,2016-10-24,1987,Best Revival,1,0
1037,Pygmalion,2007-10-18,1987,Best Revival,1,0
672,All My Sons,,1987,Best Revival of a Musical,1,1
673,The Front Page,2016-10-20,1987,Best Revival of a Musical,1,0
674,A Life,2016-10-24,1987,Best Revival of a Musical,1,0
675,Pygmalion,2007-10-18,1987,Best Revival of a Musical,1,0
840,All My Sons,,1987,Best Revival of a Play,1,1
841,The Front Page,2016-10-20,1987,Best Revival of a Play,1,0
842,A Life,2016-10-24,1987,Best Revival of a Play,1,0
843,Pygmalion,2007-10-18,1987,Best Revival of a Play,1,0
1143,Into the Woods,,1988,Best Book of a Musical,1,1
1144,The Gospel at Colonus,,1988,Best Book of a Musical,1,0
1145,Phantom Of The Opera,1988-01-26,1988,Best Book of a Musical,1,0
1146,Romance/Romance,,1988,Best Book of a Musical,1,0
1671,Anything Goes,2011-04-07,1988,Best Choreography,1,1
1672,Into the Woods,,1988,Best Choreography,1,0
1673,Phantom Of The Opera,1988-01-26,1988,Best Choreography,1,0
1674,Sarafina!,,1988,Best Choreography,1,0
1941,Phantom Of The Opera,1988-01-26,1988,Best Direction of a Musical,1,1
1942,Anything Goes,2011-04-07,1988,Best Direction of a Musical,1,0
1943,Into the Woods,,1988,Best Direction of a Musical,1,0
1944,Sarafina!,,1988,Best Direction of a Musical,1,0
2214,M. Butterfly,2017-10-26,1988,Best Direction of a Play,1,1
2215,Breaking the Code,,1988,Best Direction of a Play,1,0
2216,Joe Turner's Come and Gone,,1988,Best Direction of a Play,1,0
2217,Speed the Plow,1970-01-01,1988,Best Direction of a Play,1,0
179,Phantom Of The Opera,1988-01-26,1988,Best Musical,1,1
180,Into the Woods,,1988,Best Musical,1,0
181,Romance/Romance Book &,,1988,Best Musical,1,0
182,Sarafina!,,1988,Best Musical,1,0
1389,Into the Woods,,1988,Best Original Score,1,1
1390,Phantom Of The Opera,1988-01-26,1988,Best Original Score,1,0
1391,Romance/Romance,,1988,Best Original Score,1,0
1392,Sarafina!,,1988,Best Original Score,1,0
478,M. Butterfly,2017-10-26,1988,Best Play,1,1
479,Joe Turner's Come and Gone,,1988,Best Play,1,0
480,Speed the Plow,1970-01-01,1988,Best Play,1,0
481,A Walk in the Woods,2014-09-30,1988,Best Play,1,0
1038,Anything Goes,2011-04-07,1988,Best Revival,1,1
1039,Cabaret,,1988,Best Revival,1,0
1040,Dreamgirls,,1988,Best Revival,1,0
1041,A Streetcar Named Desire,,1988,Best Revival,1,0
676,Anything Goes,2011-04-07,1988,Best Revival of a Musical,1,1
