show_title,opening_date,show_type,is_revival,nyt_critics_pick,total_opening_reviews,up_count,meh_count,down_count,access_atlanta,afterelton,am_new_york,american_theater_web,asbury_park_press,associated_press,backstage,best_of_off_broadway,blog_critics,bloomberg,broadway_news,broadway_space,broadway_world,central_jersey,chicago_tribune,city_beat,curtain_up,dc_metro_theater_arts,dc_theatre_scene,deadline,dtli,entertainment_weekly,examiner,exetunt,financial_times,harvard_magazine,hollywood_reporter,huffington_post,la_times,life_upon_the_sacred_stage,lighting_and_sound_america,mashable,metro_us,metromix,music_omh,national_review,nbc_ny,new_jersey_newsroom,new_york_daily_news,new_york_magazine,new_york_observer,new_york_post,new_york_press,new_york_stage_review,new_york_sun,new_york_theater,new_york_theatre_guide,new_york_theatre_review,new_york_theatre_wire,new_york_times,new_york_times_original,new_yorker,newsday,nj_com,northjersey_com,ny1,ny1_news,ny_post,ny_theater_now,ny_theatre,ny_times,observer,out,people_magazine,rolling_stone,san_francisco_chronicle,show_business_weekly,stage_and_cinema,stage_buddy,talkin_broadway,tdf_a_theatre_magazine,telegraph,the_artery,the_boston_globe,the_daily_beast,the_epoch_times,the_faster_times,the_gothamist,the_guardian,the_huffington_post,the_independent,the_l_magazine,the_miami_herald,the_new_york_observer,the_public_reviews,the_source,the_villager,the_wrap,theater_in_the_now,theater_pizzazz,theatermania,theatre_is_easy,theatrely,time_out_new_york,times_square_chronicles,usa_today,vanity_fair,variety,village_voice,vulture,wall_street_journal,washington_examiner,washington_post
After the Revolution,2010-11-10,,0,0,5,2,2,1,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,down,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,
There Are No More Big Secrets,2010-11-11,,0,0,1,0,0,1,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In the Footprint: The Battle Over Atlantic Yards,2010-11-12,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghosts in the Cottonwoods,2010-11-13,,0,0,2,1,0,1,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elf(2010),2010-11-14,,0,0,7,1,2,4,,,down,,,,down,,,,,,,,,,,,,,,up,,,,,down,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,meh,,,,,,,
Mistakes Were Made,2010-11-14,,0,0,5,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,up,down,,,,,,,down,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wintuk,2010-11-17,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Free Man of Color,2010-11-18,,0,0,8,1,3,4,,,,,,down,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,down,meh,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,up,,
Do Androids Dream of Electric Sheep?,2010-11-18,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Red Shoes,2010-11-19,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking At Christmas,2010-11-20,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Collection & A Kind of Alaska,2010-11-21,,0,0,4,4,0,0,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,up,,,,,,,,,,,,
Knock Me A Kiss,2010-11-21,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elling,2010-11-21,,0,0,8,3,2,3,,,down,,,up,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,meh,up,up,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,
The Break of Noon,2010-11-22,,0,0,5,1,0,4,,,,,,,,,,,,,,,,,up,,,,,down,,,,,down,,,,,,,,,,,,down,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Being Sellers,2010-11-23,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metamorphosis,2010-11-30,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lay of the Land,2010-12-01,,0,0,1,1,0,0,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who's Afraid of Virginia Woolf? original,2010-12-02,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let Them Eat Cake,2010-12-02,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With Aaron's Arms Around Me and The Mire,2010-12-03,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum,2010-12-03,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael & Edie,2010-12-03,,0,0,3,3,0,0,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
"Pass the Blutwurst, Bitte",2010-12-05,,0,0,3,2,1,0,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
The Wife,2010-12-05,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Pianos,2010-12-07,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Great Game: Afghanistan,2010-12-07,,0,0,5,5,0,0,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,up,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
I'm Going To Make A Small Incision Behind Your Ear to Check and See IF You're Actually Human,2010-12-08,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunted,2010-12-08,,0,0,5,1,1,3,,,,,,,up,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,down,,,,,
Korach: The Biblical Antichrist,2010-12-08,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donny & Marie – A Broadway Christmas,2010-12-14,,0,0,7,3,4,0,,,meh,,,meh,meh,,,,,,,,,,,,,,,up,,,,,up,,,,,,,,,,,up,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mummenschanz,2010-12-21,,0,0,3,1,1,1,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
Dollface,2010-12-23,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracula,2011-01-05,,0,0,5,0,0,5,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,down,,,,,,,,,,,down,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Small Fire,2011-01-06,,0,0,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,meh,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Interminable Suicide of Gregory Church,2011-01-06,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The How and the Why,2011-01-07,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nearly Lear,2011-01-07,,0,0,3,2,1,0,,,,,,,up,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby Wants Candy,2011-01-08,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood From a Stone,2011-01-12,,0,0,5,1,4,0,,,,,,,meh,,,,,,,,,,meh,,,,,,,,,,up,,,,,,,,,,,,meh,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Brown Eyes,2011-01-13,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Importance of Being Earnest,2011-01-13,,0,0,5,5,0,0,,,,,,up,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,up,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
Room 17B,2011-01-13,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbeline,2011-01-16,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnival Round the Central Figure,2011-01-17,,0,0,5,3,2,0,,,,,,,up,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,
The Walk Across America for Mother Earth,2011-01-20,,0,0,5,1,2,2,,,,,,,down,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,down,,,,,,,,,
The Misanthrope,2011-01-23,,0,0,5,3,2,0,,,,,,,up,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,
The New York Idea,2011-01-26,,0,0,6,0,4,2,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,down,down,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,meh,,,,,,,,,
What The Public Wants,2011-01-27,,0,0,4,2,0,2,,,,,,up,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How I Fell In Love,2011-01-30,,0,0,3,2,1,0,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
The Milk Train Doesn’t Stop Here Anymore,2011-01-30,,0,0,5,3,2,0,,,,,,,up,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
Molly Sweeney,2011-01-30,,0,0,5,4,1,0,,,,,,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,meh,,,,,,,,,
Gruesome Playground Injuries,2011-01-31,,0,0,5,2,2,1,,,,,,up,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,meh,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Whipping Man,2011-02-01,,0,0,5,3,2,0,,,,,,up,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,
Vieux Carré,2011-02-02,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Scandalous Life,2011-02-02,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Witch of Edmonton,2011-02-03,,0,0,5,3,1,1,,,,,,,up,up,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,
Three Sisters (2011),2011-02-03,,0,0,5,3,1,1,,,,,,up,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,
The Road to Qatar!,2011-02-03,,0,0,4,0,0,4,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,down,,,,
"A Couple of Poor, Polish-Speaking Romanians",2011-02-04,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Cove,2011-02-06,,0,0,4,2,1,1,,,,,,up,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,meh,,,,,,,,,
Black Tie,2011-02-08,,0,0,5,2,2,1,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,down,,,,,,,,,
In the Pony Palace/Football,2011-02-08,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interviewing the Audience,2011-02-10,,0,0,5,1,4,0,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,meh,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,
Thinner Than Water,2011-02-13,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Miss Sunshine (La Jolla Playhouse),2011-02-15,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diary of a Madman,2011-02-16,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Barberia,2011-02-17,,0,0,3,3,0,0,,,,,,up,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,
Compulsion,2011-02-17,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Perfect Future,2011-02-17,,0,0,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,down,,,,,
Storm Still,2011-02-19,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frankenstein,2011-02-22,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cactus Flower,2011-02-24,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hallway Trilogy,2011-02-24,,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,meh,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,
The Merchant of Venice Off-Broadway,2011-02-27,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beautiful Burnout,2011-03-01,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Method Gun,2011-03-02,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good People,2011-03-03,,0,0,5,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,up,,,,,,,,,,meh,,
Treasure Island,2011-03-05,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Championship Season,2011-03-06,,0,0,5,0,1,4,,,down,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,down,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,
Sleep No More,2011-03-07,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter and the Starcatcher Off-Broadway,2011-03-09,,0,0,5,4,1,0,,,up,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,meh,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,
Kathy Griffin Wants A Tony,2011-03-11,,0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Other Place(2011),2011-03-11,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macbeth - Theatre for a New Audience,2011-03-12,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Chase's Winkie,2011-03-13,,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where's Charley?,2011-03-17,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcadia,2011-03-17,,0,0,5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,meh,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,meh,,
Wittenberg,2011-03-20,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priscilla Queen of the Desert,2011-03-20,,0,0,7,4,1,2,,,down,,,,,,,,,,,,up,,,,,,,meh,,,,,up,,,,,,,,,,,,,,,up,,,,,,,,down,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hello Again,2011-03-20,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Tree Grows in Brooklyn,2011-03-20,,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomorrow Morning,2011-03-21,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kin,2011-03-21,,0,0,5,3,2,0,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,up,,,,,,,,,
Ghetto Klown,2011-03-22,,0,0,7,3,4,0,,,up,,,,up,,,up,,,,,,,,,,,,,,,,,meh,,,,,,,,,,,,meh,,,,,,,,,,,meh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meh,,,,,
The Dream of the Burning Boy,2011-03-23,,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
