critic_id,name,primary_publication,total_reviews,up_count,meh_count,down_count,first_review,last_review
5517,David Benedict,VARIETY,2,0,1,1,2010-03-17,2014-07-23
5537,Jose Solís,Stage Buddy,2,2,0,0,2014-07-17,2014-07-22
5546,Amanda LaPergola,Theatre Is Easy,2,1,1,0,2014-01-21,2014-07-20
5555,Susannah Clapp,The Guardian,2,1,1,0,2014-07-12,2014-07-12
5570,Rebecca Kaplan,Stage Buddy,2,2,0,0,2014-03-17,2014-07-17
5579,Dominic Cavendish,Telegraph,2,1,1,0,2012-08-14,2014-07-01
5585,Kris Vire,Time Out Chicago,2,2,0,0,2010-09-23,2014-07-07
5587,Aaron Grunfeld,New York Theatre Review,2,1,1,0,2014-03-19,2014-07-15
5701,Linda Amiel Burns,Theater Pizzazz,2,1,1,0,2014-04-06,2014-06-07
5738,Paul Harris,VARIETY,2,2,0,0,2011-05-22,2014-06-20
5750,Jacob Gallagher-Ross,Village Voice,2,1,1,0,2014-06-03,2014-06-17
5860,Dillon Slagle,Theatre Is Easy,2,1,1,0,2014-03-18,2014-05-30
5927,Aurin Squire,New York Theatre Review,2,2,0,0,2012-10-24,2014-03-11
5931,Max McCormack,Show Business Weekly,2,2,0,0,2014-03-18,2014-03-18
5934,Frank Rizzo,NEW YORK TIMES,2,0,2,0,2012-02-15,2014-03-24
5948,Jamie Rosler,The Public Reviews,2,1,0,1,2014-03-24,2014-04-06
5950,Hallie Sekoff,New York Theatre Review,2,2,0,0,2014-01-23,2014-03-17
5969,Gisella Batista,New York Theatre Guide,2,2,0,0,2014-02-10,2014-03-27
5976,Eleanor J. Bader,Theatre Is Easy,2,2,0,0,2012-04-30,2014-03-24
6056,Fred Sokol,Talkin' Broadway,2,1,1,0,2011-01-31,2014-04-13
6308,Carole Di Tosti,Blog Critics,2,2,0,0,2014-02-06,2014-03-07
6429,Mark Fisher,VARIETY,2,2,0,0,2010-03-07,2013-04-21
6451,Mark Kennedy,Huffington Post,2,1,0,1,2013-03-20,2013-04-16
6533,Miriam Felton-Dansky,Village Voice,2,0,2,0,2012-01-25,2014-02-05
6636,Jennifer Farrar,Huffington Post,2,2,0,0,2012-06-07,2012-06-25
6683,Sarah Lucie,Show Business Weekly,2,0,2,0,2012-04-03,2012-09-15
6710,Aimee Todoroff,Ny Theatre,2,2,0,0,2012-03-29,2012-03-29
6758,Marc Miller,Backstage,2,0,2,0,2012-01-24,2012-05-08
6861,Bess Rowen,The Huffington Post,2,0,2,0,2012-03-09,2012-04-28
6998,Sam Thielman,Backstage,2,1,1,0,2012-03-11,2012-07-25
7149,Michael Riedel,NEW YORK POST,2,2,0,0,2010-07-23,2012-10-24
7285,Alan J. Miller,Theatre Is Easy,2,2,0,0,2012-01-18,2012-02-16
7309,Jeremy Gerard and Philip Boroff,Bloomberg,2,0,1,1,2011-05-21,2012-02-16
7364,Philip Boroff,Bloomberg,2,0,2,0,2011-09-29,2011-11-21
7407,Rachel Merrill Moss,Theatre Is Easy,2,2,0,0,2011-09-12,2012-02-01
7414,Elizabeth Vincentelli,NEW YORK POST,2,0,0,2,2011-09-20,2011-11-09
7549,Neil Genzingler,NEW YORK TIMES,2,1,1,0,2011-07-14,2011-08-29
7779,Benjamin Sutton,The L Magazine,2,1,1,0,2010-11-24,2012-01-30
7789,Rick Busciglio,Examiner,2,2,0,0,2011-01-15,2012-01-30
7792,Bob Rendell,Talkin' Broadway,2,2,0,0,2010-05-24,2012-02-07
8256,Ron S. Covar,Best Of Off-broadway,2,1,1,0,2011-02-03,2011-02-03
8283,Mark Peikert,New York Press,2,0,0,2,2010-11-15,2011-02-18
8641,Sasha Pensanti,Best Of Off-broadway,2,1,0,1,2010-05-19,2010-08-20
8654,Gwen Orel,THEATERMANIA,2,1,0,1,2010-05-16,2011-01-18
8657,,The Faster Times,2,1,1,0,2010-04-26,2010-10-04
8750,Mark Kennedy,The Huffington Post,2,2,0,0,2010-09-28,2010-10-06
9115,Wilborn Hampton,NEW YORK TIMES,2,2,0,0,2008-09-09,2010-10-04
9857,,Ny1,2,2,0,0,2014-04-22,2014-04-22
70,Mekishana Pierre,Entertainment Weekly,1,0,1,0,2026-04-21,2026-04-21
75,Dan Stahl,NEW YORKER,1,1,0,0,2026-04-24,2026-04-24
125,Sarah Hearon,Entertainment Weekly,1,0,1,0,2026-04-23,2026-04-23
204,Patrick Gomez,Entertainment Weekly,1,1,0,0,2026-04-20,2026-04-20
654,Josh Dickey,THE WRAP,1,0,0,1,2025-11-16,2025-11-16
915,Patrick Ryan and Anna Kaufman,Usa Today,1,1,0,0,2025-04-10,2025-04-10
972,Elyse Sommer,New York Sun,1,1,0,0,2025-04-21,2025-04-21
1073,A.R. Hoffman,New York Sun,1,1,0,0,2025-03-27,2025-03-27
1088,Suzanna Bowling,Times Square Chronicles,1,1,0,0,2025-04-04,2025-04-04
1132,Rhoda Feng,Financial Times,1,1,0,0,2025-03-17,2025-03-17
1191,Gloria Oladipo,BROADWAY NEWS,1,1,0,0,2024-12-16,2024-12-16
1222,Kathryn Vandervalk,Entertainment Weekly,1,1,0,0,2024-12-20,2024-12-20
1259,Benjamin Lee,The Guardian,1,1,0,0,2024-11-21,2024-11-21
1326,Frank Scheck,New York Theatre Guide,1,0,1,0,2024-10-20,2024-10-20
1373,,THE WRAP,1,0,1,0,2024-10-01,2024-10-01
1397,Frank Sheck,New York Stage Review,1,0,0,1,2024-10-23,2024-10-23
1450,Gloria Oladipo,The Guardian,1,0,1,0,2024-06-05,2024-06-05
1472,Nicolas Rapold,Financial Times,1,1,0,0,2024-07-31,2024-07-31
1627,Naveen Kumar,NEW YORK TIMES,1,1,0,0,2024-04-19,2024-04-19
1652,Regina Robbins,TIME OUT NEW YORK,1,1,0,0,2024-04-18,2024-04-18
1722,JD Knapp,THE WRAP,1,1,0,0,2024-03-07,2024-03-07
1788,Ruthie Fierberg,BROADWAY NEWS,1,1,0,0,2023-10-13,2023-10-13
2054,Lauren Morgan,Entertainment Weekly,1,1,0,0,2023-03-30,2023-03-30
2219,Dan Meyer,THEATRELY,1,0,1,0,2022-12-04,2022-12-04
2242,Brain Scott Lipton,City Beat,1,1,0,0,2022-11-17,2022-11-17
2264,Kathryn VanArendonk,VULTURE,1,1,0,0,2022-11-13,2022-11-13
2267,Peter Debruge,VARIETY,1,1,0,0,2022-11-13,2022-11-13
2268,Yolanda Machado,Entertainment Weekly,1,1,0,0,2022-11-13,2022-11-13
2331,Rob Weinert-Kendt,VULTURE,1,1,0,0,2022-10-20,2022-10-20
2364,Jess Cagle,Entertainment Weekly,1,1,0,0,1997-12-05,1997-12-05
2366,John Simon,NEW YORK MAGAZINE,1,0,1,0,1997-11-15,1997-11-15
2374,Juan A. Ramirez,VULTURE,1,1,0,0,2022-10-03,2022-10-03
2397,Naveen Kumar,VULTURE,1,1,0,0,2022-10-02,2022-10-02
2439,Richard Hummler,VARIETY,1,1,0,0,1988-01-26,1988-01-26
2440,Martin Denton,THEATERMANIA,1,1,0,0,1999-10-27,1999-10-27
2441,William A. Henry III,Time,1,1,0,0,1988-02-08,1988-02-08
2447,Jose Solís,DID THEY LIKE IT,1,1,0,0,2021-10-03,2021-10-03
2456,David Browne,Rolling Stone,1,0,1,0,2022-02-01,2022-02-01
2467,Charles Isherwood,VARIETY,1,0,0,1,2003-10-30,2003-10-30
2468,Howard Kissel,New York Daily News,1,0,0,1,2003-10-31,2003-10-31
2606,Melissa Rose Bernardo,TIME OUT NEW YORK,1,1,0,0,2022-04-20,2022-04-20
2652,Rishi Mutalik,DID THEY LIKE IT,1,1,0,0,2022-04-17,2022-04-17
2823,Tim Teeman and Brooke Leigh Howard,THE DAILY BEAST,1,1,0,0,2021-11-23,2021-11-23
2948,David Cote,The New York Observer,1,0,0,1,2019-12-16,2019-12-16
2950,Jose Solís,NEW YORK TIMES,1,1,0,0,2019-12-15,2019-12-15
2958,Toussaint Jeanlouis,DID THEY LIKE IT,1,0,1,0,2021-10-10,2021-10-10
2990,Leah Greenblat,Entertainment Weekly,1,1,0,0,2019-03-21,2019-03-21
2998,Kelly Connolly,Entertainment Weekly,1,1,0,0,2018-03-22,2018-03-22
3021,Paul Medelis,Theatre Is Easy,1,1,0,0,2014-09-14,2014-09-14
3042,Joe Regan Jr.,Theater Pizzazz,1,1,0,0,2014-03-05,2014-03-05
3048,Tzipora Kaplan,Theatre Is Easy,1,1,0,0,2010-07-16,2010-07-16
3051,Michelle Murphy,Metro Us,1,0,0,1,2012-06-02,2012-06-02
3062,Best of Off-Broadway,Best Of Off-broadway,1,1,0,0,2010-09-14,2010-09-14
3080,OIivia Jane Smith,New York Theatre Review,1,1,0,0,2014-02-12,2014-02-12
3098,Lawrence Van Gelder,NEW YORK TIMES,1,1,0,0,2001-11-30,2001-11-30
3117,Jem Aswad,VARIETY,1,1,0,0,2019-10-20,2019-10-20
3139,Holli Harms,New York Theatre Guide,1,1,0,0,2019-11-14,2019-11-14
3153,Roma Torre,Ny1 News,1,0,1,0,2019-10-15,2019-10-15
3193,Jesse Green and Ben Brantley,NEW YORK TIMES,1,0,0,1,2018-11-08,2018-11-08
3245,Joe Dziemianowicz,NEW YORK POST,1,1,0,0,2019-05-30,2019-05-30
3277,Dana Schwartz,Entertainment Weekly,1,1,0,0,2017-11-09,2017-11-09
3291,Nick Romano,Entertainment Weekly,1,1,0,0,2019-01-08,2019-01-08
3301,David Quinn,Nbc New York,1,1,0,0,2017-04-24,2017-04-24
3341,Hardeep Phull,NEW YORK POST,1,1,0,0,2017-10-12,2017-10-12
3342,Bobby Olivier,Nj.com,1,0,0,1,2017-10-12,2017-10-12
3343,Madison Vain,Entertainment Weekly,1,1,0,0,2017-10-12,2017-10-12
3346,Deb Miller,Dc Metro Theater Arts,1,1,0,0,2018-12-11,2018-12-11
3381,Kristen Morale,Broadway World,1,1,0,0,2014-02-07,2014-02-07
3382,Seth Bogner,Theatre Is Easy,1,1,0,0,2014-02-09,2014-02-09
3427,Christian Lewis,Huffington Post,1,1,0,0,2017-12-04,2017-12-04
3470,Barry Gordin,Theaterlife,1,1,0,0,2010-01-23,2010-01-23
3471,Gabrielle Sierra,Broadway World,1,0,1,0,2010-01-26,2010-01-26
3472,Barbara and Scott Siegel,THEATERMANIA,1,1,0,0,2015-12-21,2015-12-21
3536,Elisabeth Vincentelli,Access Atlanta,1,1,0,0,2017-12-11,2017-12-11
3538,Alexis Soloski,Access Atlanta,1,0,0,1,2017-12-11,2017-12-11
3562,David Canfield,Access Atlanta,1,1,0,0,2017-11-15,2017-11-15
3568,Elizabeth Vincentelli,Newsday,1,1,0,0,2017-06-22,2017-06-22
3570,Isabella Biedenahrn,Entertainment Weekly,1,0,1,0,2017-06-22,2017-06-22
3677,Matt Windman,Newsday,1,0,1,0,2017-06-29,2017-06-29
3687,Emma Brockes,The Guardian,1,0,1,0,2016-07-31,2016-07-31
3689,Jeo Dziemianowicz,New York Daily News,1,0,0,1,2017-03-26,2017-03-26
3752,Alexis Soloski,Ny Times,1,1,0,0,2017-05-02,2017-05-02
3753,Elisabeth Vincentelli,Ny Times,1,0,1,0,2017-04-30,2017-04-30
3765,Robert Greskovic,Wall Street Journal,1,0,0,1,2016-05-25,2016-05-25
3830,Adam Feldman,Newsday,1,1,0,0,2017-02-09,2017-02-09
3834,Glen Roven,Huffington Post,1,1,0,0,2017-01-31,2017-01-31
3841,,Journal News,1,1,0,0,2005-11-06,2005-11-06
3977,Charles Isherwood,Ny Times,1,1,0,0,2016-10-13,2016-10-13
3981,Matt Windman,Backstage,1,1,0,0,2013-04-11,2013-04-11
3985,Linda Winer,Access Atlanta,1,0,0,1,2016-10-10,2016-10-10
4025,Pamela Brill,TIME OUT NEW YORK,1,1,0,0,2011-07-12,2011-07-12
4026,Wendy Remington Bowie,Ny Theatre,1,1,0,0,2011-07-02,2011-07-02
4028,Bryan Clark,Show Business Weekly,1,1,0,0,2011-07-08,2011-07-08
4130,Christopher Kelly,Nj.com,1,0,0,1,2016-06-06,2016-06-06
4273,Meg Prossnitz,NEW YORK POST,1,1,0,0,2014-01-21,2014-01-21
4277,Zachary Srewart,THEATERMANIA,1,1,0,0,2015-04-25,2015-04-25
4394,Jonathan Mandell,Dc Theatre Scene,1,1,0,0,2015-09-27,2015-09-27
4460,Alwexis Soloski,NEW YORK TIMES,1,1,0,0,2015-07-28,2015-07-28
4523,Marlow Stern,THE DAILY BEAST,1,1,0,0,2015-04-09,2015-04-09
4524,Ramin Setoodeh,VARIETY,1,1,0,0,2015-04-09,2015-04-09
4526,Keisha Hatchett,Entertainment Weekly,1,1,0,0,2015-04-09,2015-04-09
4733,Dimitry Zvonkov,Stage And Cinema,1,1,0,0,2014-01-28,2014-01-28
4734,Bethany Rickwald,THEATERMANIA,1,1,0,0,2013-07-18,2013-07-18
4795,Roberth Kahn,Nbc New York,1,1,0,0,2015-01-13,2015-01-13
4837,David Cote,Nbc New York,1,0,1,0,2014-03-30,2014-03-30
4892,Eric Brown,Entertainment Weekly,1,1,0,0,2014-10-15,2014-10-15
4905,Thom Geir,Entertainment Weekly,1,1,0,0,2014-09-18,2014-09-18
4936,Za,THEATERMANIA,1,1,0,0,2014-12-15,2014-12-15
4942,Nancy Cohen-koan,Huffington Post,1,1,0,0,2014-12-01,2014-12-01
4964,Neil Genzlinger,AM NEW YORK,1,1,0,0,2014-12-08,2014-12-08
4989,Ziye Hu,The Source,1,1,0,0,2014-11-18,2014-11-18
4990,Karen Elliott,Stage Buddy,1,1,0,0,2014-11-18,2014-11-18
5009,Nicole Serratore,Flavorpill,1,0,1,0,2014-11-17,2014-11-17
5015,Susan Dormady Eisenberg,Huffington Post,1,1,0,0,2014-11-21,2014-11-21
5020,Rachel Weinberg,Broadway World,1,0,1,0,2014-11-20,2014-11-20
5028,Samuel L. Leiter,Theater Pizzazz,1,0,1,0,2014-11-19,2014-11-19
5049,Cindy Pierre,Theatre Is Easy,1,1,0,0,2014-11-16,2014-11-16
5057,Jason Zinomzan,NEW YORK TIMES,1,0,1,0,2014-11-13,2014-11-13
5102,Gina Femia,New York Theatre Review,1,1,0,0,2014-10-30,2014-10-30
5104,Paulanne Simmons,Theater Pizzazz,1,1,0,0,2014-10-20,2014-10-20
5171,Tim Croner,Theatre Is Easy,1,1,0,0,2014-10-12,2014-10-12
5177,Dmitry Zvonkov & LindaAnn Loschiavo,Stage And Cinema,1,1,0,0,2014-09-21,2014-09-21
5188,LindaAnn Loschiavo,Stage And Cinema,1,0,1,0,2014-10-10,2014-10-10
5192,Jim Beckerman,Northjersey.com,1,1,0,0,2014-10-07,2014-10-07
5193,Ronni Reich,Nj.com,1,1,0,0,2014-10-07,2014-10-07
5213,Jeniifer Farrar,Associated Press,1,1,0,0,2014-10-02,2014-10-02
5233,Jan Rosenberg,Theatre Is Easy,1,1,0,0,2014-09-14,2014-09-14
5241,Dan Dinero,Theatre Is Easy,1,0,1,0,2014-10-07,2014-10-07
5251,Charles Quittner,Broadway World,1,1,0,0,2014-09-19,2014-09-19
5271,Juliana Adame,Broadway World,1,1,0,0,2014-09-30,2014-09-30
5275,James Hebert,The San Diego Union-tribune,1,0,1,0,2014-09-29,2014-09-29
5288,Scott Foundas,VARIETY,1,0,1,0,2014-09-22,2014-09-22
5297,Bianca Garcia,Stage Buddy,1,1,0,0,2014-09-23,2014-09-23
5319,Marcina Zaccaria,Theater Pizzazz,1,1,0,0,2014-09-17,2014-09-17
5327,Alaina Feehan,Theatre Is Easy,1,1,0,0,2014-09-16,2014-09-16
5379,Lee Kinney,Theatre Is Easy,1,0,1,0,2014-09-05,2014-09-05
5384,Rachel Kerry,New York Theatre Review,1,1,0,0,2014-09-01,2014-09-01
5391,Gabriela Serrano,Stage Buddy,1,1,0,0,2014-08-25,2014-08-25
5421,Ed Siegel,The Artery,1,0,1,0,2014-08-14,2014-08-14
5422,Joel Brown,The Boston Globe,1,0,1,0,2014-08-14,2014-08-14
5423,,Harvard Magazine,1,1,0,0,2014-08-14,2014-08-14
5449,Larry Murray & Gail M. Burns,Berkshire On Stage And Screen,1,1,0,0,2014-08-03,2014-08-03
5465,Emily Gawlak,Stage Buddy,1,1,0,0,2014-08-04,2014-08-04
5481,Jennifer Clements,Dc Theatre Scene,1,1,0,0,2014-08-04,2014-08-04
5482,Robert Michael Oliver,Dc Metro Theater Arts,1,1,0,0,2014-08-01,2014-08-01
5483,Heather Nadolny,Broadway World,1,1,0,0,2014-08-03,2014-08-03
5502,Jonathan Alexandratos,The Public Reviews,1,0,1,0,2014-07-24,2014-07-24
5505,Gail M. Burns and Larry Murray,Berkshire On Stage And Screen,1,1,0,0,2014-07-27,2014-07-27
5507,Larry Murray,Broadway World,1,1,0,0,2014-07-28,2014-07-28
5518,,Telegraph,1,1,0,0,2014-07-23,2014-07-23
5521,Retta Blaney,Life Upon The Sacred Stage,1,1,0,0,2014-07-23,2014-07-23
5526,Rafi Mittlefehldt,Exetunt,1,0,1,0,2014-07-17,2014-07-17
5539,Ian Tuttle,National Review,1,1,0,0,2014-07-21,2014-07-21
5549,R. Pikser,Theater Scene,1,0,1,0,2014-07-18,2014-07-18
5564,Neil Norman,Express Uk,1,0,1,0,2014-04-11,2014-04-11
5565,David Pollock,The Independent,1,1,0,0,2014-06-11,2014-06-11
5566,Stewart Pringle,Time Out Uk,1,1,0,0,2014-04-08,2014-04-08
5567,Mark Fisher,The Guardian,1,1,0,0,2014-06-09,2014-06-09
5573,Katy Walsh,The Fourth Walsh,1,1,0,0,2014-07-13,2014-07-13
5583,Albert Williams,Chicago Reader,1,1,0,0,2014-07-09,2014-07-09
5584,Brian Hieggelke,New City Stage,1,1,0,0,2014-07-08,2014-07-08
5636,Brett Epstein,Theatre Is Easy,1,0,1,0,2014-04-28,2014-04-28
5675,Joseph Samuel Wright,Theatre Is Easy,1,1,0,0,2014-06-28,2014-06-28
5678,Johnny Alspaugh,Stage Buddy,1,1,0,0,2014-06-26,2014-06-26
5679,Angel Lam,Theatre Is Easy,1,1,0,0,2014-06-22,2014-06-22
5680,Paul Birchall,Stage And Cinema,1,1,0,0,2014-06-28,2014-06-28
5683,Aviva Woolf,Stage Buddy,1,0,0,1,2014-06-26,2014-06-26
5700,Elise Marenson,New York Theatre Guide,1,0,0,1,2014-06-08,2014-06-08
5726,Alfred Hickling,The Guardian,1,1,0,0,2014-01-16,2014-01-16
5731,Shoshana Roberts,Access Atlanta,1,1,0,0,2014-06-05,2014-06-05
5736,Jayne Blanchard,Dc Theatre Scene,1,1,0,0,2014-06-20,2014-06-20
5740,Retta Blaney,Upon The Sacred Stage,1,1,0,0,2014-06-16,2014-06-16
5801,David Rooney,Access Atlanta,1,0,1,0,2014-04-23,2014-04-23
5816,Mari Lyn Henry,Theater Pizzazz,1,1,0,0,2014-06-10,2014-06-10
5821,Jesse Green,VARIETY,1,0,1,0,2014-06-10,2014-06-10
5833,Michael Dale,Access Atlanta,1,0,1,0,2014-06-10,2014-06-10
5835,Nancy Harris,Huffington Post,1,0,1,0,2014-06-10,2014-06-10
5849,Harry Haun,New York Observer,1,1,0,0,2013-07-23,2013-07-23
5852,Fern Siegel,Access Atlanta,1,1,0,0,2013-11-05,2013-11-05
5859,Cheryl King,Ny Theater Now,1,1,0,0,2014-05-31,2014-05-31
5862,Andy Webster,Access Atlanta,1,1,0,0,2014-05-30,2014-05-30
5872,Brian Logan,The Guardian,1,1,0,0,2010-10-25,2010-10-25
5873,James Hannaham,Village Voice,1,1,0,0,2014-05-14,2014-05-14
5881,Nick Catucci,Entertainment Weekly,1,0,1,0,2014-03-06,2014-03-06
5930,Max McCormack,Out,1,1,0,0,2014-03-17,2014-03-17
5938,Chris Jensen,Sf Weekly,1,1,0,0,2014-02-24,2014-02-24
5939,Pamela Feinsilber,Examiner,1,1,0,0,2014-03-19,2014-03-19
5940,Robert Hurwitt,Sf Gate,1,1,0,0,2014-03-19,2014-03-19
5949,Christopher Byrne,Gay City News,1,1,0,0,2014-03-24,2014-03-24
5953,Lyn Gardner,The Guardian,1,1,0,0,2013-12-10,2013-12-10
5957,Jason Rost,Theatre Is Easy,1,1,0,0,2014-03-12,2014-03-12
5962,Hilton Als,NEW YORKER,1,0,0,1,2014-03-17,2014-03-17
5970,Michael Block,Ny Theater Now,1,1,0,0,2014-03-27,2014-03-27
5992,Joshua Rose,Theater Pizzazz,1,1,0,0,2014-04-08,2014-04-08
6024,Daniel Glenn,Stage And Cinema,1,0,1,0,2014-03-25,2014-03-25
6027,Matthew Paul Olmos,New York Theatre Review,1,1,0,0,2014-03-24,2014-03-24
6040,Sarah Moore,Theatre Is Easy,1,0,1,0,2014-03-30,2014-03-30
6046,Toby Zinman,The Inquirer,1,1,0,0,2014-03-30,2014-03-30
6047,Hannah Feinberg,Phillymag.com,1,1,0,0,2014-03-28,2014-03-28
6048,Howard Shaprio,Newsworks,1,1,0,0,2014-03-27,2014-03-27
6049,Steve Cohen,Broad Street Review,1,1,0,0,2014-03-28,2014-03-28
6055,Sherry Shameer Cohen,Broadway World,1,1,0,0,2014-04-08,2014-04-08
6057,Sherry Shameer Cohen,Access Atlanta,1,1,0,0,2014-04-08,2014-04-08
6058,Geary Danihy,Artes Magazine,1,0,1,0,2014-04-07,2014-04-07
6063,Brian Wu,Front Row Center,1,1,0,0,2014-04-11,2014-04-11
6137,Steven Holden,NEW YORK TIMES,1,1,0,0,2013-07-18,2013-07-18
6141,Nick Clark & Dan Macadam,The Independent,1,1,0,0,2013-11-10,2013-11-10
6162,Charles Paolino,Asbury Park Press,1,1,0,0,2013-10-11,2013-10-11
6165,Bob Brown,Central Jersey,1,1,0,0,2013-10-11,2013-10-11
6178,Melissa Maerz,Entertainment Weekly,1,1,0,0,2013-11-01,2013-11-01
6196,Hilary Busis,Entertainment Weekly,1,1,0,0,2013-11-22,2013-11-22
6211,Jesse Oxfeld,New York Observer,1,1,0,0,2013-11-19,2013-11-19
6228,Stephen Lee,Entertainment Weekly,1,0,1,0,2013-11-21,2013-11-21
6236,Jonathan Mandell,New York Theatre Guide,1,0,1,0,2013-11-23,2013-11-23
6240,Helen Shaw,Tdf: A Theatre Magazine,1,1,0,0,2014-02-02,2014-02-02
6241,Nora Davis,Times Square Chronicles,1,1,0,0,2014-02-05,2014-02-05
6251,Anthony Stoeckert,Central Jersey,1,1,0,0,2014-01-23,2014-01-23
6252,Ronni Reich,Star Ledger,1,1,0,0,2014-01-20,2014-01-20
6258,Richard Seff,Dc Theatre Scene,1,1,0,0,2014-01-27,2014-01-27
6260,,Metro Uk,1,1,0,0,2014-01-24,2014-01-24
6261,Henry Hitchings,London Evening Standard,1,1,0,0,2014-01-24,2014-01-24
6277,Alexander Gilmour,Financial Times,1,1,0,0,2014-01-21,2014-01-21
6279,Fiona Mountford,London Evening Standard,1,0,1,0,2014-01-26,2014-01-26
6282,Stephanie Simon,Ny1,1,1,0,0,2014-02-03,2014-02-03
6283,Diep Tran,Tdf: A Theatre Magazine,1,1,0,0,2014-01-11,2014-01-11
6287,Breanna Foister,New York Theatre Review,1,1,0,0,2014-02-02,2014-02-02
6303,Kelly Johnston,Eye On The Arts,1,1,0,0,2014-02-04,2014-02-04
6330,Anna Chazelle,Exetunt,1,1,0,0,2014-02-25,2014-02-25
6359,ALASTAIR MACAULAY,NEW YORK TIMES,1,0,0,1,2013-07-14,2013-07-14
6396,David Cote,The Guardian,1,0,0,1,2013-10-27,2013-10-27
6405,Susan Hall,NEW YORKER,1,1,0,0,2013-04-11,2013-04-11
6413,Tom Geier,Entertainment Weekly,1,0,0,1,2013-08-08,2013-08-08
6430,Entertainment Weekly,Entertainment Weekly,1,1,0,0,2013-04-21,2013-04-21
6487,Pia Catton,Wall Street Journal,1,1,0,0,2014-01-07,2014-01-07
6504,Bob Dreyfuss,The Nation,1,1,0,0,2014-01-23,2014-01-23
6509,Diana Barth,The Epoch Times,1,0,1,0,2014-01-16,2014-01-16
6518,Sarah Brink,Vanguard Seattle,1,1,0,0,2014-02-04,2014-02-04
6519,Scott Taylor,Seattle Stage Review,1,0,1,0,2014-02-04,2014-02-04
6521,Jay Irwin,Broadway World,1,1,0,0,2014-01-23,2014-01-23
6527,Dan Avery,Newnownext,1,1,0,0,2013-12-31,2013-12-31
6529,Lawrence Bommer,Stage And Cinema,1,0,1,0,2014-01-30,2014-01-30
6531,Zac Thompson,Chicago Reader,1,1,0,0,2014-01-29,2014-01-29
6534,Danielle Kalamaras,Bushwick Daily,1,1,0,0,2014-02-04,2014-02-04
6537,Paulanne Simmons,Theaterlife.com,1,1,0,0,2014-02-12,2014-02-12
6541,Samuel L. Leiter,Theatre's Leiter Side,1,0,0,1,2014-02-15,2014-02-15
6558,Laura Axelrod,The Clyde Fitch Report. Arts. Politics. Discuss.,1,0,1,0,2013-03-20,2013-03-20
6561,Michael Lee,Theater Pizzazz,1,1,0,0,2014-02-19,2014-02-19
6563,Gary Buiso,NEW YORK POST,1,0,1,0,2014-01-19,2014-01-19
6565,Shani R. Friedman,Theatre Is Easy,1,1,0,0,2014-02-17,2014-02-17
6609,Daniel Glenn,Show Business Weekly,1,0,0,1,2014-03-04,2014-03-04
6610,Wendy Caster,Show Showdown,1,0,0,1,2014-03-06,2014-03-06
6626,Associated Press,Huffington Post,1,1,0,0,2012-06-28,2012-06-28
6657,Gazelle Emami,Huffington Post,1,0,1,0,2012-07-11,2012-07-11
6663,Zak Risinger,Theatre Is Easy,1,1,0,0,2012-06-28,2012-06-28
6715,Julie Congress,Ny Theatre,1,1,0,0,2012-03-15,2012-03-15
6750,SCOTT STIFFLER,The Villager,1,1,0,0,2012-05-31,2012-05-31
6753,Brian Seibert,NEW YORK TIMES,1,0,1,0,2012-05-09,2012-05-09
6760,Bess Rowen,Ny Theatre,1,1,0,0,2012-04-28,2012-04-28
6813,Zachary Woolfe,NEW YORK TIMES,1,0,1,0,2012-06-10,2012-06-10
6819,Rob Stevens,THEATERMANIA,1,1,0,0,2012-05-14,2012-05-14
6820,Neda Ulaby,Stage And Cinema,1,0,1,0,2012-05-15,2012-05-15
6828,Adam Burnett,Ny Theatre,1,1,0,0,2012-06-23,2012-06-23
6830,Scott Siegal,THEATERMANIA,1,0,1,0,2012-06-01,2012-06-01
6895,Frank Scheck,Access Atlanta,1,1,0,0,2012-06-15,2012-06-15
6898,Mr. Teachout,Wall Street Journal,1,1,0,0,2012-04-16,2012-04-16
6900,Stephanie Zacharek,NEW YORK MAGAZINE,1,1,0,0,2010-04-11,2010-04-11
6916,Associated Press,Washington Examiner,1,1,0,0,2012-06-19,2012-06-19
7024,Clark Collins,Entertainment Weekly,1,0,1,0,2013-03-21,2013-03-21
7041,Dan Bacalzo & Chris Kompanek,THEATERMANIA,1,1,0,0,2012-10-24,2012-10-24
7044,Julienne Bilker,Time Out Chicago,1,1,0,0,2012-10-24,2012-10-24
7060,Frank Scheck,Usa Today,1,1,0,0,2012-10-11,2012-10-11
7070,,Theatre Is Easy,1,1,0,0,2012-10-24,2012-10-24
7094,STEPHEN HOLDEN,NEW YORK TIMES,1,0,1,0,2013-01-30,2013-01-30
7113,Jennifer Farrar,The Miami Herald,1,1,0,0,2013-02-20,2013-02-20
7134,MICHAEL BRACKEN,Metro Us,1,0,1,0,2012-08-09,2012-08-09
7150,Joe Dziemianowicz,Access Atlanta,1,0,1,0,2012-10-24,2012-10-24
7190,Pamela Butler,Ny Theatre,1,1,0,0,2012-03-20,2012-03-20
7209,Neil Best,Newsday,1,0,1,0,2012-04-11,2012-04-11
7281,Garrett Eisler,TIME OUT NEW YORK,1,1,0,0,2012-03-01,2012-03-01
7297,Tommy O’Malley,Show Business Weekly,1,1,0,0,2012-01-13,2012-01-13
7300,Ian Saville,Blog Critics,1,1,0,0,2012-01-10,2012-01-10
