review_id,show_title,opening_date,publication,critic,sentiment,review_date,is_opening_window,days_from_opening,is_nyt_critics_pick,excerpt,source
7475,Rent,2011-08-11,NEW YORK TIMES,Ben Brantley,down,2011-08-11,1,0,,"Maybe they should call it “Sublet.” The young ensemble members who inhabit the new production of Jonathan Larson’s “Rent,” which opened on Thursday night at New World Stages, never seem to feel truly at home. It is as if they had taken over the show for a couple of months of fun, as they might an older sibling’s house on Fire Island, and are now hesitant to treat it as their own.",dtli
7478,Ten Cents a Dance,2011-08-11,NEW YORK TIMES,Ben Brantley,up,2011-08-15,0,4,,"A piano is a dangerous thing in “Ten Cents a Dance,” John Doyle’s beautiful, brooding collage of the songs of Rodgers and Hart, now at the Williamstown Theater Festival here. A piano, you see, makes music. And music makes memories. And memories, well, as often as not they make regrets. So a piano can hurt a guy bad, especially in a place like the deserted gin palace where “Ten Cents a Dance” takes place.",dtli
7471,Rent,2011-08-11,TIME OUT NEW YORK,David Cote,down,2011-08-11,1,0,,"When it transferred to Broadway in 1996, trailing a Pulitzer and zooming toward multiple Tony wins, Jonathan Larson’s Rent was a revelation to some and a punch line to others. On the astonished side, you had many New York critics eager to champion a piece with the veneer of hipness and youthful urgency. Meanwhile, snickers and eyeball rolls came from people who had actually done the East Village thing: gone broke, made theater, got high and had their heart broken in a neighborhood that, by the e",dtli
7477,Rent,2011-08-11,VARIETY,Steven Suskin,up,2011-08-11,1,0,,"It seems like a mere 525,600 minutes since ""Rent"" — Jonathan Larson’s ground-breaking, Tony-and-Pulitzer-winning study of East Village Bohemians — blew out its last candle over at Broadway’s Nederlander Theater. It’s already back, and the news is all to the good. ""Rent"" is not so provocative as it was back in 1996, but even so, the tuner is plenty effective in its new Off Broadway guise.",dtli
7474,Rent,2011-08-11,Wall Street Journal,Terry Teachout,meh,2011-08-11,1,0,,"Fifteen years ago, Jonathan Larson’s ""Rent"" was the hippest musical on Broadway—which wasn’t saying much. Virtually all of the musicals that opened there in the 1990s were totally forgettable and so are deservedly forgotten. ""Rent,"" on the other hand, is well remembered, partly because it stayed open until 2008 and partly because it was the most influential show of the post-Sondheim era, a rock musical that contrived to put AIDS, drug addiction, drag queenery and homo- and bisexuality onstage wi",dtli
7468,The Wood,2011-08-15,Curtain Up,Elyse Sommer,down,2011-09-20,0,36,,"Former public relations man and documentary film maker Dan Klores began writing plays because he was tired of documentaries. Yet The Wood, isn’t a departure from that genre. Klores’s play about the larger than life columnist Mike McAlary is a staged instead of filmed docu-drama. Unfortunately it’s also a messy and at times too maudlin one.",dtli
7467,The Wood,2011-08-15,NEW YORK POST,Elizabeth Vincentelli,down,2011-09-20,0,36,,"As far as subjects for a play go, Mike McAlary is a pretty great choice. In the 1990s, the big-mouthed, big-hearted tabloid journalist embodied both tough-guy reporting and the gritty Gotham he covered.",dtli
7464,The Wood,2011-08-15,NEW YORK TIMES,Jason Zinoman,meh,2011-09-18,0,34,,"It’s one thing to sign a petition protesting an article that suggested a rape allegation had been a hoax, but when a friend of the Daily News columnist Mike McAlary casts aspersions on his motives as a journalist, McAlary grabs him by the lapels.",dtli
7466,The Wood,2011-08-15,New York Daily News,Joe Dziemianowicz,down,2011-09-20,0,36,,"Mike McAlary was a Daily News columnist who exposed the shocking police torture of Haitian immigrant Abner Louima and won a Pulitzer Prize for it, all before dying of cancer on Christmas Day 1998 at age 41.",dtli
7465,The Wood,2011-08-15,VARIETY,Marrilyn Stasio,meh,2011-09-19,0,35,,"Documentary filmmaker Dan Klores brings a cinematic eye to ""The Wood,"" his reverential bio-dram about Mike McAlary, the muckraking NYC newspaper columnist who won a Pulitzer in 1998 for his sensational expose of police brutality against Haitian immigrant Abner Louima. Episodic and unfocused in its overlong first act, show pulls itself together in act two for some tough scenes between Louima and McAlary, who would die of cancer at 41, the year after he won his Pulitzer. The material has power, bu",dtli
7653,The Gershwins' Porgy and Bess (Massachusetts),2011-08-17,NEW YORK TIMES,Ben Brantley,meh,2011-09-01,0,15,,"She never sings these particular lyrics, as it happens. But Audra McDonald has every right to say, “Bess, you is my woman now.” That assertion is implicit in every aspect of her performance in “The Gershwins’ Porgy and Bess,” which opened on Wednesday night at the American Repertory Theater here, and it is made with a confidence and conviction that is otherwise lacking in this anxious and confused production.",dtli
7648,Bluebird,2011-08-22,Backstage,David Sheward,up,2011-08-24,1,2,,"If you have any doubt that Simon Russell Beale is one of the most sensitive and intense actors working on either side of the Atlantic, beg, borrow, or steal a ticket to the regrettably short run of Simon Stephens’ ""Bluebird"" at the Atlantic Theater Company’s Stage 2 basement theater. Neither physically imposing nor strikingly handsome, Beale comes across as just an average guy, yet just by sitting and listening, he conveys a lifetime of regrets and a world of sympathy for those characters who ar",dtli
7647,Bluebird,2011-08-22,NEW YORK TIMES,Ben Brantley,meh,2011-08-22,1,0,,"Finding your seat at the Atlantic Theater Company’s tiny Stage 2 isn’t easy. (Hint: the numbers are on the bottoms of the seats.) So when one man is still standing, hovering over the first row, just before the lights go down for the beginning of Simon Stephens’s “Bluebird,” which opened on Monday night, you’re inclined to make allowances.",dtli
7649,Bluebird,2011-08-22,Ny Daily News,Joe Dziemianowicz,meh,2011-08-23,1,1,,"After trekking contentedly with British actor Simon Russell Beale through Tom Stoppard’s ""Jumpers,"" Shakespeare’s ""Winter’s Tale"" and Chekhov’s ""Cherry Orchard,"" I’ll go anywhere he takes me.

In Simon Stephens’ moody but cliché-cluttered drama, ""Bluebird,"" that’s all over London.",dtli
7650,Bluebird,2011-08-22,THEATERMANIA,David Finkle,up,2011-08-23,1,1,,"Simon Russell Beale is among the greatest English actors working on stage, and now New Yorkers have another chance to watch him — at close quarters, no less — in the Simon Stephens’ intermissionless drama Bluebird, now at Atlantic Stage 2, in which he delivers yet another must-see performance.",dtli
7651,Bluebird,2011-08-22,Talkin' Broadway,Matthew Murray,meh,2011-08-24,1,2,,"Miscasting can occasionally be a blessing in disguise. Take, for example, Bluebird, which the Atlantic Theater Company has just opened at its Stage 2 space. Simon Stephens’s play, which premiered in London in 1998, is most notably distinguished by how little happens in it. It follows a taxi driver named Jimmy over the course of his typical evening rounds, but takes an unusual turn only in its last minutes, when its story of despair, redemption, and the vicissitudes of youth finally (but barely) ",dtli
7655,Temporal Powers,2011-08-29,NEW YORK TIMES,Neil Genzingler,up,2011-08-29,1,0,,"What’s the No. 1 thing couples fight about? Money. And a hard-luck pair is doing so with bedraggled elegance in “Temporal Powers,” another fine revival of a Teresa Deevy play by the Mint Theater Company.",dtli
7657,The Lapsburgh Layover,2011-08-31,NEW YORK TIMES,Catherine Rampell,up,2011-09-16,0,16,,"Imagine Borat doing dinner theater, and you’ll have a pretty good sense of whether you’ll enjoy “The Lapsburgh Layover.”",dtli
7658,The Lapsburgh Layover,2011-08-31,THEATERMANIA,Andy Propst,up,2011-09-13,0,13,,"Surprisingly smart goofball humor gives way to sophomoric silliness in The Berserker Residents’ The Lapsburgh Layover, now playing at Ars Nova. As inventively directed by Oliver Butler (who also helped develop the piece), it inspires both guffaws and groans.",dtli
7659,The Lapsburgh Layover,2011-08-31,TIME OUT NEW YORK,Adam Feldman,up,2011-09-13,0,13,,"The Lapsburgh Layover is overlaid with multiple covers of metatheatrical gamesmanship. Tucked too tightly, such an approach can be stifling; but the layers are endearingly larkish and loose in this offbeat hybrid of dinner theater, genre send-up, horror thriller and sketch comedy.",dtli
7661,The Lapsburgh Layover,2011-08-31,Theatre Is Easy,Rachel Merrill Moss,up,2011-09-12,0,12,,"Though layovers have recently become the choice options for longer air travel journeys, The Berkserker Resident’s fictional country of Lapsburgh is certainly not one that should be getting a stopover pathway through it anytime soon. The Lapsburgh Layover, now playing at Ars Nova, is a quick jaunt through the the fictional Lapsburgh, which quite enjoyably proves beyond a doubt that, despite the heartbreakingly hilarious and darling attempts of the locals to woo layover passengers with the charms ",dtli
7660,The Lapsburgh Layover,2011-08-31,Village Voice,Alexis Soloski,up,2011-09-20,0,20,,"Ah, the delights of Lapsburgh: its castles, its discotheques, its 16 varieties of sheep. You won’t find it on most maps, so imagine this European principality as a slighter Montenegro with stranger native dances.",dtli
7670,Sweet and Sad,2011-09-06,Entertainment Weekly,Melissa Rose Bernardo,up,2011-09-22,0,16,,"A drama set on the 10th anniversary of 9/11 that opens on Sept. 11, 2011 — sounds gimmicky, yes? But the set-up for ""Sweet and Sad"" is one that playwright Richard Nelson has used before — ""That Hopey Changey Thing"" took place on election night, 2010 and opened that November — and one he plans to use again.",dtli
7668,Sweet and Sad,2011-09-06,NEW YORK TIMES,Ben Brantley,up,2011-09-21,0,15,,"Whether plain or fancy, all words are destined to fail on occasion. That’s why so many of us freeze up when we try to write a condolence letter to someone who has just lost a partner or family member.",dtli
7671,Sweet and Sad,2011-09-06,New York Daily News,Joe Dziemianowicz,up,2011-09-14,0,8,,"The notion of starting again reverberates through Richard Nelson’s ""Sweet and Sad,"" at the Public Theater, an alternately sharp and tender meditation on loss, memory and life in a wounded post-9/11 world.",dtli
7672,Sweet and Sad,2011-09-06,TIME OUT NEW YORK,David Cote,up,2011-09-16,0,10,,"The Apples don’t fall far from the tree in Richard Nelson’s second play about his chatty New York clan, who convene upstate in Rhinebeck to eat, share personal news and shake their heads over the national mood. In last year’s ""That Hopey Changey Thing"", they dined and grew fractious over midterm elections, increasing despair over Obama’s inability to get anything done and the frightful drumbeat of Tea Partiers on the march. This time, as they gather on the tenth anniversary of 9/11, the mood is ",dtli
7669,Sweet and Sad,2011-09-06,VARIETY,Marrilyn Stasio,up,2011-09-11,0,5,,"There’s nothing like a family meal to keep people from talking about what’s really on their minds. Between setting the table and clearing the table (which is essentially the time span of the play), there are dozens of opportunities to keep the Apples from having open, honest discussions.",dtli
7469,The Select (The Sun Also Rises),2011-09-11,NEW YORK TIMES,Ben Brantley,up,2011-09-12,1,1,,"It takes great discipline to stay sloppy drunk for three hours and still be smart and engaging. I bet you’ve never achieved that. (If you think you have, your memory is lying.) So raise a brimming glass to Elevator Repair Service, which exists in what appears to be a state of perpetual and severe intoxication for the entirety of “The Select (The Sun Also Rises),” which opened Sunday night at the New York Theater Workshop.",dtli
7520,Follies,2011-09-12,Associated Press,Mark Kennedy,up,2011-09-12,1,0,,"A revival of Stephen Sondheim’s ""Follies"" has arrived on Broadway just in time for Halloween. It’s perfect for the season — it’s got ghosts, skeletons bursting out of closets and a haunted house. It’s also a treat.",dtli
7522,Follies,2011-09-12,Backstage,Erik Haagensen,meh,2011-09-12,1,0,,"Director Eric Schaeffer deserves credit for working hard to address the numerous shortcomings of his Kennedy Center production of Stephen Sondheim and James Goldman’s towering musical classic ""Follies."" Performances have been retooled, staging and pacing tightened, misconceived choreography redone, misguided casting changed, and a much-criticized red dress has vanished. As a result, the show’s potentially vast emotional power, smothered in its initial Washington, D.C. run, has begun to emerge. U",dtli
7523,Follies,2011-09-12,Broadway Space,Dan Wolpow,up,2011-09-12,1,0,,"“I’m so glad I came,” says Sally Durant Plummer, a former Ziegf—er…Weismann’s Follies girl as she arrives at a reunion party 30 years after the Follies ended for good in 1941. A throwaway line perhaps, but as uttered by Bernadette Peters, these are loaded words. It is with an equal mix of trepidation and utter longing that Sally arrives for the party, where she will not only be reunited with the man of her misbegotten dreams, but also be forced to confront the ghosts of her past.",dtli
7521,Follies,2011-09-12,HOLLYWOOD REPORTER,David Rooney,up,2011-09-12,1,0,,"Mention that the original 1971 production of Follies was passed over in the Tony Awards race for best musical and theater chat sites tend to explode into fresh howls of outrage, provoking the kind of breast-beating anguish rarely witnessed outside of Sicilian funerals. But 40 years after its Broadway premiere, Stephen Sondheim and James Goldman’s show still dazzles with its structural complexity and brilliant score, making it hard not to share that sense of injustice.",dtli
7519,Follies,2011-09-12,NEW YORK TIMES,Ben Brantley,up,2011-09-12,1,0,,"Somewhere along the road from Washington to Broadway, the Kennedy Center production of “Follies” picked up a pulse. A vigorous heart now beats at the center of this revitalized revival of James Goldman and Stephen Sondheim’s 1971 musical, which opened on Monday night at the Marquis Theater. And though the subject is the ghosts of show business past, don’t expect gentle nostalgia. This “Follies” looks back as much in anger as in fondness. That’s what makes it so vibrant.",dtli
7525,Invasion!,2011-09-13,NEW YORK TIMES,Charles Isherwood,up,2011-09-21,0,8,,"Translated by Rachel Willson-Broyles, with the original setting (and local references) changed from Sweden to the United States, “Invasion!” asks the perennial question “What’s in a name?” and answers, “Entirely too much.” This dark and angry comedy is like an extended, horrifyingly high-stakes game of Gossip, in which a word is whispered into a successive series of ears and emerges distorted beyond recognition.",dtli
7537,Completeness,2011-09-13,NEW YORK TIMES,Charles Isherwood,meh,2011-09-13,1,0,,"If Mary can shuck three ears of corn in a minute, and John can shuck four ears of corn in a minute, and there are 150 ears of corn in a bushel, how many bushels of corn can Mary and John shuck in an hour? Aarrgh! Remember word problems on math quizzes? The rebellious young mind, faced with such vexing questions, would be hard pressed to resist the desire to tear up the test paper and shout out, “Who cares how many bushels of corn Mary and John can shuck?",dtli
7535,Play it Cool,2011-09-14,Backstage,Andy Propst,up,2011-09-14,1,0,,"Sally Mayes knows her way around a jazz tune, and in ""Play It Cool"" she has the opportunity to serve up songs that are both hot and cool while also getting to demonstrate her skill as a scat artist.",dtli
7666,Arias With a Twist 2011,2011-09-14,Backstage,Nicole Villeneuve,up,2011-09-18,0,4,,"Drag diva Joey Arias is accustomed to the fantastical. After cementing himself as a foundational part of New York’s drag scene in the 1980s, he landed in Las Vegas to emcee as the Mistress of Seduction in Cirque du Soleil’s ""Zumanity.""",dtli
7663,Arias With a Twist 2011,2011-09-14,Entertainment Weekly,Aubry D’Arminio,up,2011-09-18,0,4,,"Joey Arias is a statuesque, raven-haired legend of the New York drag scene who croons like Billie Holiday and used to emcee for Cirque Du Soliel. Basil Twist is an award-winning puppeteer who once staged an all-puppet Petrushka at Lincoln Center and consulted on the third Harry Potter film.",dtli
7450,Lucia's Chapters of Coming Forth by Day,2011-09-14,NEW YORK TIMES,Rachel Saltz,meh,2011-09-20,0,6,,"James Joyce is your father and Samuel Beckett is one of your boyfriends. How do you make your own path? You try to become an artist, of course, a dancer (be gone, words!), but instead end up institutionalized for almost 50 years. That’s the story of Lucia Joyce, thwarted artist, crazy person and subject of “Lucia’s Chapters of Coming Forth by Day,” a suggestive but unsatisfying Mabou Mines production written and directed by Sharon Fogarty that is having its New York premiere as part of the 1st I",dtli
7532,Play it Cool,2011-09-14,NEW YORK TIMES,Catherine Rampell,meh,2011-09-19,0,5,,"The opening scenes of “Play It Cool,” a new musical about a gay jazz club in 1950s Hollywood, promise mystery, scandal, provocation, eroticism and moral outrage. Unfortunately, the show is so busy bragging about its potential for these enticements that it fails to deliver on any of them.",dtli
7662,Arias With a Twist 2011,2011-09-14,NEW YORK TIMES,Ben Brantley,up,2011-09-18,0,4,,"The revival on Broadway of “Follies,” a eulogy to the age of Ziegfeld, has refocused New Yorkers’ thoughts on a long-vanished star-spangled chapter in showbiz. That was the age when long-limbed beauties were goddesses, and stages were spectacle-filled altars to their, er, talents. Such a sensibility is as dead as the Brooklyn Dodgers, of course, though you can still catch some arch nods to it in the mega-concerts of mega-pop stars like Lady Gaga.",dtli
7679,Dublin by Lamplight,2011-09-14,NEW YORK TIMES,Catherine Rampell,meh,2011-09-25,0,11,,"“Dublin by Lamplight,” part of the 1st Irish Theater Festival at 59E59 Theaters, tries to juxtapose the serious with the silly. Yet the silliness is so untamed it overwhelms the production’s potential for a truly affecting experience.",dtli
7533,Play it Cool,2011-09-14,THEATERMANIA,Brian Scott Lipton,meh,2011-09-15,1,1,,"To its credit, Play It Cool, now at the Acorn Theatre, often works wonders musically. It boasts an infectious jazz-tinged score, with lyrics by Mark Winkler set to the music of Philip Swann (and a few other composers), sung by a stellar five-person cast led by the sensational Sally Mayes.",dtli
7664,Arias With a Twist 2011,2011-09-14,THEATERMANIA,Dan Bacalzo,up,2011-09-19,0,5,,"Bigger is better in the new version of Arias with a Twist, the visually stunning artistic collaboration between master puppeteer and designer Basil Twist and drag performer extraordinaire Joey Arias.",dtli
7536,Play it Cool,2011-09-14,Talkin' Broadway,Matthew Murray,meh,2011-09-18,0,4,,"Where there’s smoke, there is not always fire. For evidence of this, you need look no further than the new production of Play it Cool that just opened at the Acorn Theatre.",dtli
7534,Play it Cool,2011-09-14,VARIETY,Steven Suskin,up,2011-09-15,1,1,,"There is a subset of Off Broadway musicals that feature five or so folks in a bar who sing of love and loss for a couple of hours before everyone goes home unhappy. The characters, that is, although the malaise all too frequently extends to the audience. The producers of ""Play It Cool,"" at the Acorn, at least have an ace in the hole: Sally Mayes, who grabs our attention every time they give her a song about jazz, love, or the thrill of wearing men’s suits, and thereby prevents the evening (and o",dtli
7665,Arias With a Twist 2011,2011-09-14,Village Voice,Michael Musto,up,2011-09-18,0,4,,"Drag diva Joey Arias is accustomed to the fantastical. After cementing himself as a foundational part of New York’s drag scene in the 1980s, he landed in Las Vegas to emcee as the Mistress of Seduction in Cirque du Soleil’s ""Zumanity.""",dtli
7458,Newsies at Paper Mill,2011-09-15,NEW YORK TIMES,David Rooney,up,2011-09-27,0,12,,"With its spring-loaded backflips, airborne spins, rambunctious kicks and balletic pivots, the athletic ensemble in “Newsies the Musical,” which opened on Sunday at the Paper Mill Playhouse in Millburn, N.J., puts up a persuasive struggle against corporate greed. But the irrepressible physicality of that scrappy band of ragamuffins is just part of what turns this canny stage transformation of Disney’s 1992 big-screen misfire into a crowd pleaser.",dtli
7667,Crane Story,2011-09-15,NEW YORK TIMES,Catherine Rampell,up,2011-09-20,0,5,,"From a sensory perspective, “Crane Story” is consistently gorgeous.The play follows the journey of a Japanese-American woman (Angela Lin) to the afterlife to confront her brother (Jake Manabat), who had inexplicably committed suicide a year earlier in Tokyo",dtli
7456,Seed,2011-09-16,NEW YORK TIMES,Anita Gates,meh,2011-09-29,0,13,,"Radha Blank’s “Seed” begins on a subway platform in Harlem, where a 12-year-old boy drops a book at a stranger’s feet.The stranger is Anne Colleen Simpson (Bridgit Antoinette Evans), a single social worker. When the boy, Che-Che (Khadim Diop), opens his mouth, he appears preternaturally articulate. Then we realize that he is reciting the opening of “David Copperfield,” the book he dropped.",dtli
7457,After.,2011-09-21,NEW YORK TIMES,Charles Isherwood,meh,2011-09-22,1,1,,"The mundane business of choosing a toothbrush evokes a small crisis in the confusing new life of Monty (Alfredo Narciso), the ex-convict hero of “After.,” a quiet new drama by Chad Beckim that opened Wednesday night at the Wild Project in the East Village. Monty isn’t prepared for the daily onslaught of decision making required in civilian life. He’s been incarcerated for 17 years — just about half of his life — and the task of reintegrating into a world he barely recognizes leaves him feeling a",dtli
7526,The Love Letter You've Been meaning to Write New York,2011-09-21,NEW YORK TIMES,Claudia La Rocco,up,2011-10-03,0,12,,"“The Love Letter You’ve Been Meaning to Write New York” is not a production that satisfies on certain conventional levels: the concept and plot are strained, many of the performers are awkward amateurs, much of the script is hackneyed.And yet there’s something terribly winning about Jonathan Solari’s 80-minute production, which is at the 3LD Art & Technology Center in Lower Manhattan. Well, more accurately, it is outside the theater.",dtli
7673,From Rags to Riches,2011-09-23,NEW YORK TIMES,Ken Jaworowski,up,2011-09-26,1,3,,"According to the Metropolitan Playhouse “From Rags to Riches” has not been revived in New York for more than 100 years. After seeing the play you’ll wonder if the last troupe to stage it has yet recovered from the experience. A sprawling tale assembled from dozens of styles, genres and plots, the show is by turns slapdash, bewildering, rousing and ridiculous. It’s also more appealing than it has any right to be.",dtli
7685,The Submission,2011-09-27,Backstage,Erik Haagensen,up,2011-09-27,1,0,,"If you have any doubt about the magnitude of the loss we suffered when playwright Lanford Wilson died this past March, Keen Company’s heart-stopping production of his 1970 play ""Lemon Sky"" makes it all too abundantly clear. This unsparing yet deeply humane autobiographical drama about the wounds that families inflict in the name of love is luminous under Jonathan Silverstein’s quietly piercing direction.",dtli
7444,Lemon Sky,2011-09-27,Bloomberg,Philip Boroff,meh,2011-09-29,1,2,,"In the Keen Company’s fine revival of Lanford Wilson’s “Lemon Sky,” Keith Nobbs plays Alan, a sensitive 17-year-old child of divorced parents.
He moves west to a San Diego suburb to live with his father’s second family, which includes a warm but spineless step-mom (Kellie Overbey), two younger half-brothers and a foster child, a pill-popping, promiscuous blonde (Alyssa May Gold).",dtli
7684,The Submission,2011-09-27,NEW YORK MAGAZINE,Scott Brown,down,2011-09-27,1,0,,"Jeff Talbott is a longtime actor, first-time playwright, and in his debut work, The Submission, he displays an actor’s homing instinct for the Moment of Heat and the eminently deliverable line. He also has a quartet of lusty young talents: Spring Awakening’s Jonathan Groff, True Blood’s Rutina Wesley, Eddie Kaye Thomas of American Pie fame (hugely fun onstage, and not onstage nearly enough, here or elsewhere), and Off Broadway’s newest hipster institution, that tall drink of silken tofu Will Rog",dtli
7443,Lemon Sky,2011-09-27,NEW YORK POST,Elisabeth Vincentelli,meh,2011-09-29,1,2,,"Time plays a big part in Lanford Wilson’s “Lemon Sky” — but it also hasn’t been kind to the show. When the largely autobiographical piece opened in 1970, it must have felt fresh and daring. Unfortunately, its edge has been blunted by the many variants on the formula — deep, dark secrets coming to the surface; actors directly addressing the audience — that have cropped up since.",dtli
7440,Lemon Sky,2011-09-27,NEW YORK TIMES,Charles Isherwood,up,2011-09-27,1,0,,"California dreams wither under a blazing sun in “Lemon Sky,” a 1970 drama by Lanford Wilson that has been affectionately revived by the Keen Company at the Harold Clurman Theater. Among the most autobiographical works by Mr. Wilson, the Pulitzer Prize-winning playwright who died earlier this year, this simultaneously wry and plaintive memory play explores a painful passage in the life of a 17-year-old Nebraska boy who is reunited with his estranged father for an uneasy late attempt at father-son",dtli
7680,The Submission,2011-09-27,NEW YORK TIMES,Ben Brantley,meh,2011-09-27,1,0,,"Early in “The Submission,” Jeff Talbott’s perky tale of racial pride and prejudice in the theater, a fledgling playwright praises a friend’s recently completed script. “It’s so … producible,” he says in wonder. “Four characters? One set? I mean, it could be done, you know?”",dtli
7681,The Submission,2011-09-27,New York Daily News,Joe Dziemianowicz,meh,2011-09-28,1,1,,"It takes more than a juicy setup and tangy talking points to make a great play. Obviously. But it’s easy to be reminded of that during ""The Submission,"" a dramedy about a struggling New York writer who goes to extremes to get his play produced.",dtli
7442,Lemon Sky,2011-09-27,THEATERMANIA,Andy Propst,up,2011-09-27,1,0,,"Lanford Wilson offers up a pungent portrait of a 17-year-old’s attempts to reconnect with his father in his highly theatrical 1970 play Lemon Sky, now being presented by the Keen Company at the Clurman Theatre at Theatre Row. The production, directed with precision by Jonathan Silverstein, boasts a host of exceptional performances and manages to deliver a considerable emotional punch.",dtli
7683,The Submission,2011-09-27,THEATERMANIA,Andy Propst,up,2011-09-28,1,1,,"Racial stereotypes and bigotry are boldly addressed — to both uncomfortable and comedic effect — in Jeff Talbott’s The Submission, being given its world premiere by MCC Theater at the Lucille Lortel Theatre. It’s a daring piece of writing that doesn’t always succeed, but the production, directed with hard-hitting flair by Walter Bobbie and featuring exceptional performances from Jonathan Groff and Rutina Wesley, nevertheless proves to be a riveting affair.",dtli
7441,Lemon Sky,2011-09-27,TIME OUT NEW YORK,Helen Shaw,meh,2011-09-27,1,0,,"Certainly there are worse ways to bid farewell to the recently departed Lanford Wilson than Keen Company’s revival of Lemon Sky. The production is gentle and simple; it reminds us of Wilson’s deft way with images—he describes burned brush standing “like ashes on a cigarette”—and the fun he taught us all to have with theatrical convention. But while there are less worthy send-offs, there are better ways to stage this play. Jonathan Silverstein directs Wilson’s 1970 coming-of-age drama with the so",dtli
7682,The Submission,2011-09-27,VARIETY,Marrilyn Stasio,meh,2011-09-27,1,0,,"What could be funnier? A white, middle-class playwright named Danny Larson (the professionally disarming Jonathan Groff) knows that no one’s going to read a play about the black experience written by ""a white, white dude."" So he submits his play, ""Call a Spade,"" to the Humana Festival under the made-up name of ""Shaleeha G’ntamobi.""",dtli
7439,Lidless,2011-09-28,NEW YORK TIMES,Jason Zinoman,down,2011-10-06,0,8,,"Since it packs a mini-series’s worth of drama into 90 minutes, it’s no surprise that Frances Ya-Chu Cowhig’s “Lidless” begins at a fevered pace. Alice (Danielle Skraastad), a military interrogator at Guantánamo Bay, is in a sadistic mood, discussing what fresh horrors to unleash on her subjects to get them to talk.",dtli
7687,The Little Prince,2011-10-01,NEW YORK TIMES,Jason Zinoman,down,2011-10-06,0,5,,"“The Little Prince,” the 1943 novella by Antoine de Saint-Exupéry, is not just one of the most beloved children’s stories of all time, it is also a parable celebrating the wisdom of the innocent. After all, it’s about a boy from another planet who teaches an aviator who has crashed in the desert what is important in life.",dtli
7676,Dreams of Flying Dreams of Falling,2011-10-03,Backstage,David Sheward,up,2011-10-03,1,0,,"You know you’re not at an ordinary dinner party when two of the guests have crazy sex on the serving table, the maid hauls in the carcasses of dead geese, and the sky takes on unnatural colors. You also might suspect the heavy hand of a playwright indulging in not-so-subtle symbolism along with the odd behavior and weird weather.",dtli
7675,Dreams of Flying Dreams of Falling,2011-10-03,NEW YORK POST,Elisabeth Vincentelli,up,2011-10-04,1,1,,"Not only is Adam Rapp prolific, but you never know what he’s going to come up with next.
In the past 18 months alone, he delivered the censorship drama “The Metal Children”; combined three plays set in different eras, including a scary future, into “The Hallway Trilogy”; and reworked “Animals & Plants,” a surreal locked-motel-room mystery.",dtli
7674,Dreams of Flying Dreams of Falling,2011-10-03,NEW YORK TIMES,Charles Isherwood,down,2011-10-04,1,1,,"Wild goose is on the menu in “Dreams of Flying Dreams of Falling,” the new play by Adam Rapp that opened on Monday night at the Classic Stage Company, where the Atlantic Theater Company is in temporary residence. I repeat: wild goose. Can you guess where I’m going with this?",dtli
7677,Dreams of Flying Dreams of Falling,2011-10-03,THEATERMANIA,Dan Bacalzo,up,2011-10-04,1,1,,"There’s a heavy dose of symbolism in Adam Rapp’s oddly compelling new play, Dreams of Flying Dreams of Falling, being presented by the Atlantic Theater Company at Classic Stage Company’s East 13th Street Theatre. And while certain of the play’s passages come across as a little too heavy-handed, there’s plenty of meaty dialogue and bizarre interactions for director Neil Pepe and his talented cast — led by the superb Christine Lahti — to dig into.",dtli
7678,Dreams of Flying Dreams of Falling,2011-10-03,VARIETY,Marrilyn Stasio,meh,2011-10-03,1,0,,"Adam Rapp writes funny lines for scary people. That’s not a shabby talent and it’s on smart display in ""Dreams of Flying Dreams of Falling,"" an absurdist comedy of manners about the primal instincts that surface when a rich and pretentious Connecticut couple host an intimate dinner party. Neil Pepe’s slickly helmed production for the Atlantic Theater Company puts scribe’s skills in the best possible light. But, comes the reckoning, Rapp doesn’t deliver the goods. For all the savage talk and best",dtli
7454,Motherhood Out Loud,2011-10-04,Backstage,Suzy Evans,up,2011-10-04,1,0,,"Motherhood comes in all shapes and sizes, and ""Motherhood Out Loud,"" a series of monologues on the diverse and cyclical nature of maternity, never fails to strike both the funny bone and the heart. Anyone who is or has a mother, a stepmother, a foster mother, or anything in between will be able to relate to and enjoy this insightful piece, conceived by Susan Rose and Joan Stein.",dtli
7451,Motherhood Out Loud,2011-10-04,NEW YORK TIMES,Charles Isherwood,down,2011-10-04,1,0,,"Giving birth is, by wide report, among the most painful experiences a human being can endure while remaining conscious. But there are times when witnessing unpalatable theater seems to deserve a place in the top 10.",dtli
7686,The Threepenny Opera 2011,2011-10-04,NEW YORK TIMES,Ben Brantley,up,2011-10-05,1,1,,"I mean as cold as a body on a mortuary table. The first real chill of autumn hit New York with the arrival of Robert Wilson’s frost-bitten interpretation of Bertolt Brecht and Kurt Weill’s “Threepenny Opera,” which opened on Tuesday night at the Howard Gilman Opera House of the Brooklyn Academy of Music.",dtli
7453,Motherhood Out Loud,2011-10-04,Ny Daily News,Joe Dziemianowicz,meh,2011-10-05,1,1,,"Randy Graff is such a good actress she could probably make reciting Mother’s Day cards sound fascinating.

As it happens, Graff and three other fine actors are required to do something similar to that in ""Motherhood Out Loud,"" a collection of maternal musings that tend to be sweet and slight.",dtli
